Date of data,Commodity code,Commodity,Trading partner code,Trading partner,Quantity,Unit,Supplimentary Quantity,Supplimentary Unit,US dollar
202007,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",103,Bangladesh,6876,Number of item,1710176,Kilogram,"4,583,365"
202007,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",106,Myanmar,2,Number of item,3419,Kilogram,"60,499"
202007,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",107,Cambodia,2,Number of item,1470,Kilogram,"11,932"
202007,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",108,Cyprus,2,Number of item,1120,Kilogram,"11,000"
202007,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",110,"Hong Kong,China",20,Number of item,10435,Kilogram,"113,610"
202007,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",111,India,4647,Number of item,1057957,Kilogram,"2,037,486"
202007,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",116,Japan,32,Number of item,17756,Kilogram,"182,970"
202007,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",117,Jordan,8,Number of item,13252,Kilogram,"34,238"
202007,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",118,Kuwait,8,Number of item,5683,Kilogram,"48,630"
202007,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",120,Lebanon,3,Number of item,4225,Kilogram,"14,086"
202007,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",121,"Macao,China",3,Number of item,7230,Kilogram,"192,219"
202007,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",123,Maldives,1,Number of item,1530,Kilogram,"1,800"
202007,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",125,Nepal,174,Number of item,67541,Kilogram,"200,567"
202007,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",126,Oman,2,Number of item,520,Kilogram,"1,880"
202007,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",127,Pakistan,8,Number of item,3680,Kilogram,"19,731"
202007,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",129,Philippines,1031,Number of item,177213,Kilogram,"522,727"
202007,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",130,Qatar,1,Number of item,280,Kilogram,"2,400"
202007,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",131,Saudi Arabia,7,Number of item,5620,Kilogram,"55,290"
202007,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",132,Singapore,8,Number of item,30000,Kilogram,"233,472"
202007,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",133,Republic of Korea,588,Number of item,241990,Kilogram,"2,242,583"
202007,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",136,Thailand,43,Number of item,19960,Kilogram,"126,385"
202007,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",138,United Arab Emirates,7,Number of item,9580,Kilogram,"45,762"
202007,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",141,Viet Nam,4,Number of item,3920,Kilogram,"198,000"
202007,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",145,Kazakhstan,3,Number of item,4401,Kilogram,"35,000"
202007,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",149,Uzbekistan,20,Number of item,30931,Kilogram,"224,547"
202007,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",202,Angola,2,Number of item,3140,Kilogram,"1,084"
202007,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",208,Cabo Verde,1,Number of item,1015,Kilogram,"6,608"
202007,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",214,Djibouti,2,Number of item,870,Kilogram,"5,840"
202007,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",215,Egypt,17,Number of item,12730,Kilogram,"53,894"
202007,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",217,Ethiopia,7,Number of item,4909,Kilogram,"39,210"
202007,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",220,Ghana,2,Number of item,3000,Kilogram,"23,580"
202007,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",233,Mozambique,1,Number of item,2755,Kilogram,"2,090"
202007,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",236,Nigeria,4,Number of item,6530,Kilogram,"10,225"
202007,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",237,R¨¦union,16,Number of item,23360,Kilogram,"384,000"
202007,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",242,Sierra Leone,1,Number of item,353,Kilogram,"2,085"
202007,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",254,Zimbabwe,1,Number of item,250,Kilogram,"1,810"
202007,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",301,Belgium,303,Number of item,510965,Kilogram,"7,858,436"
202007,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",302,Denmark,95,Number of item,32730,Kilogram,"166,797"
202007,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",303,United Kingdom,1346,Number of item,2261681,Kilogram,"31,594,334"
202007,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",304,Germany,796,Number of item,1166201,Kilogram,"19,916,362"
202007,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",305,France,7,Number of item,6140,Kilogram,"166,222"
202007,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",306,Ireland,2,Number of item,1120,Kilogram,"10,287"
202007,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",307,Italy,55,Number of item,78066,Kilogram,"987,550"
202007,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",309,Netherlands,639,Number of item,1339795,Kilogram,"24,318,800"
202007,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",310,Greece,5,Number of item,3508,Kilogram,"34,600"
202007,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",312,Spain,22,Number of item,14470,Kilogram,"131,212"
202007,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",313,Albania,2,Number of item,600,Kilogram,"6,640"
202007,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",324,Malta,1,Number of item,250,Kilogram,950
202007,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",326,Norway,313,Number of item,666054,Kilogram,"12,311,871"
202007,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",328,Romania,2,Number of item,1120,Kilogram,"10,138"
202007,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",330,Sweden,259,Number of item,551956,Kilogram,"10,452,860"
202007,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",331,Switzerland,8,Number of item,4890,Kilogram,"37,548"
202007,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",336,Lithuania,2,Number of item,600,Kilogram,"4,250"
202007,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",340,Belarus,7,Number of item,8552,Kilogram,"33,859"
202007,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",344,Russia,3,Number of item,2290,Kilogram,"23,160"
202007,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",347,Ukraine,12,Number of item,17295,Kilogram,"70,261"
202007,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",352,"Czechia(Czech Republic)",13,Number of item,1270,Kilogram,"5,200"
202007,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",402,Argentina,20,Number of item,6400,Kilogram,"63,500"
202007,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",408,Bolivia,3,Number of item,3300,Kilogram,"19,201"
202007,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",410,Brazil,20,Number of item,29900,Kilogram,"320,000"
202007,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",412,Chile,2,Number of item,2705,Kilogram,"24,173"
202007,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",413,Colombia,52,Number of item,59435,Kilogram,"837,267"
202007,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",415,Costa Rica,25,Number of item,38265,Kilogram,"484,068"
202007,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",418,Dominican Republic,16,Number of item,26652,Kilogram,"154,624"
202007,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",419,Ecuador,28,Number of item,37140,Kilogram,"537,835"
202007,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",433,Paraguay,2,Number of item,3140,Kilogram,"1,376"
202007,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",434,Peru,4,Number of item,90,Kilogram,"1,400"
202007,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",444,Uruguay,10,Number of item,10910,Kilogram,"131,968"
202007,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",499,Other Latin American Territories,3,Number of item,4716,Kilogram,"44,950"
202007,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",501,Canada,54,Number of item,15250,Kilogram,"76,489"
202007,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",502,United States,158,Number of item,273664,Kilogram,"4,822,469"
202007,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",504,Bermuda,8,Number of item,5280,Kilogram,"62,556"
202007,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",623,French Polynesia,5,Number of item,6978,Kilogram,"103,232"
202008,87036000,"Motor vehicles designed mainly for transport of persons, with both spark-ignition internal combustion piston engine and electric motors for propulsion, capable of being charged by plugging to external source of power",115,Israel,15,Number of item,31155,Kilogram,"652,317"
202008,87036000,"Motor vehicles designed mainly for transport of persons, with both spark-ignition internal combustion piston engine and electric motors for propulsion, capable of being charged by plugging to external source of power",117,Jordan,50,Number of item,86500,Kilogram,"850,000"
202008,87036000,"Motor vehicles designed mainly for transport of persons, with both spark-ignition internal combustion piston engine and electric motors for propulsion, capable of being charged by plugging to external source of power",133,Republic of Korea,25,Number of item,51925,Kilogram,"1,155,335"
202008,87036000,"Motor vehicles designed mainly for transport of persons, with both spark-ignition internal combustion piston engine and electric motors for propulsion, capable of being charged by plugging to external source of power",138,United Arab Emirates,2,Number of item,4154,Kilogram,"85,714"
202008,87036000,"Motor vehicles designed mainly for transport of persons, with both spark-ignition internal combustion piston engine and electric motors for propulsion, capable of being charged by plugging to external source of power",232,Morocco,1,Number of item,2077,Kilogram,"41,612"
202008,87036000,"Motor vehicles designed mainly for transport of persons, with both spark-ignition internal combustion piston engine and electric motors for propulsion, capable of being charged by plugging to external source of power",301,Belgium,74,Number of item,160898,Kilogram,"4,061,642"
202008,87036000,"Motor vehicles designed mainly for transport of persons, with both spark-ignition internal combustion piston engine and electric motors for propulsion, capable of being charged by plugging to external source of power",302,Denmark,7,Number of item,15162,Kilogram,"275,651"
202008,87036000,"Motor vehicles designed mainly for transport of persons, with both spark-ignition internal combustion piston engine and electric motors for propulsion, capable of being charged by plugging to external source of power",303,United Kingdom,206,Number of item,441765,Kilogram,"8,455,404"
202008,87036000,"Motor vehicles designed mainly for transport of persons, with both spark-ignition internal combustion piston engine and electric motors for propulsion, capable of being charged by plugging to external source of power",304,Germany,333,Number of item,717140,Kilogram,"13,741,520"
202008,87036000,"Motor vehicles designed mainly for transport of persons, with both spark-ignition internal combustion piston engine and electric motors for propulsion, capable of being charged by plugging to external source of power",305,France,148,Number of item,320568,Kilogram,"5,868,378"
202008,87036000,"Motor vehicles designed mainly for transport of persons, with both spark-ignition internal combustion piston engine and electric motors for propulsion, capable of being charged by plugging to external source of power",306,Ireland,3,Number of item,6498,Kilogram,"116,563"
202008,87036000,"Motor vehicles designed mainly for transport of persons, with both spark-ignition internal combustion piston engine and electric motors for propulsion, capable of being charged by plugging to external source of power",307,Italy,54,Number of item,116964,Kilogram,"2,071,751"
202008,87036000,"Motor vehicles designed mainly for transport of persons, with both spark-ignition internal combustion piston engine and electric motors for propulsion, capable of being charged by plugging to external source of power",309,Netherlands,41,Number of item,88726,Kilogram,"1,795,909"
202008,87036000,"Motor vehicles designed mainly for transport of persons, with both spark-ignition internal combustion piston engine and electric motors for propulsion, capable of being charged by plugging to external source of power",311,Portugal,17,Number of item,36733,Kilogram,"649,409"
202008,87036000,"Motor vehicles designed mainly for transport of persons, with both spark-ignition internal combustion piston engine and electric motors for propulsion, capable of being charged by plugging to external source of power",312,Spain,44,Number of item,95037,Kilogram,"1,707,627"
202008,87036000,"Motor vehicles designed mainly for transport of persons, with both spark-ignition internal combustion piston engine and electric motors for propulsion, capable of being charged by plugging to external source of power",315,Austria,13,Number of item,28069,Kilogram,"525,474"
202008,87036000,"Motor vehicles designed mainly for transport of persons, with both spark-ignition internal combustion piston engine and electric motors for propulsion, capable of being charged by plugging to external source of power",318,Finland,39,Number of item,83139,Kilogram,"1,578,189"
202008,87036000,"Motor vehicles designed mainly for transport of persons, with both spark-ignition internal combustion piston engine and electric motors for propulsion, capable of being charged by plugging to external source of power",321,Hungary,5,Number of item,10652,Kilogram,"211,699"
202008,87036000,"Motor vehicles designed mainly for transport of persons, with both spark-ignition internal combustion piston engine and electric motors for propulsion, capable of being charged by plugging to external source of power",322,Iceland,6,Number of item,12996,Kilogram,"234,894"
202008,87036000,"Motor vehicles designed mainly for transport of persons, with both spark-ignition internal combustion piston engine and electric motors for propulsion, capable of being charged by plugging to external source of power",326,Norway,243,Number of item,526082,Kilogram,"9,993,304"
202008,87036000,"Motor vehicles designed mainly for transport of persons, with both spark-ignition internal combustion piston engine and electric motors for propulsion, capable of being charged by plugging to external source of power",327,Poland,24,Number of item,51450,Kilogram,"965,685"
202008,87036000,"Motor vehicles designed mainly for transport of persons, with both spark-ignition internal combustion piston engine and electric motors for propulsion, capable of being charged by plugging to external source of power",328,Romania,5,Number of item,10563,Kilogram,"206,273"
202008,87036000,"Motor vehicles designed mainly for transport of persons, with both spark-ignition internal combustion piston engine and electric motors for propulsion, capable of being charged by plugging to external source of power",330,Sweden,287,Number of item,619551,Kilogram,"11,706,305"
202008,87036000,"Motor vehicles designed mainly for transport of persons, with both spark-ignition internal combustion piston engine and electric motors for propulsion, capable of being charged by plugging to external source of power",331,Switzerland,51,Number of item,109932,Kilogram,"2,101,065"
202008,87036000,"Motor vehicles designed mainly for transport of persons, with both spark-ignition internal combustion piston engine and electric motors for propulsion, capable of being charged by plugging to external source of power",336,Lithuania,2,Number of item,4332,Kilogram,"87,883"
202008,87036000,"Motor vehicles designed mainly for transport of persons, with both spark-ignition internal combustion piston engine and electric motors for propulsion, capable of being charged by plugging to external source of power",343,Moldova,3,Number of item,6498,Kilogram,"116,323"
202008,87036000,"Motor vehicles designed mainly for transport of persons, with both spark-ignition internal combustion piston engine and electric motors for propulsion, capable of being charged by plugging to external source of power",352,"Czechia(Czech Republic)",3,Number of item,6409,Kilogram,"122,120"
202008,87036000,"Motor vehicles designed mainly for transport of persons, with both spark-ignition internal combustion piston engine and electric motors for propulsion, capable of being charged by plugging to external source of power",353,Slovakia,4,Number of item,8575,Kilogram,"162,927"
202008,87036000,"Motor vehicles designed mainly for transport of persons, with both spark-ignition internal combustion piston engine and electric motors for propulsion, capable of being charged by plugging to external source of power",355,Bosnia and Herzegovina,1,Number of item,2077,Kilogram,"44,382"
202008,87036000,"Motor vehicles designed mainly for transport of persons, with both spark-ignition internal combustion piston engine and electric motors for propulsion, capable of being charged by plugging to external source of power",410,Brazil,88,Number of item,190519,Kilogram,"3,405,193"
202008,87036000,"Motor vehicles designed mainly for transport of persons, with both spark-ignition internal combustion piston engine and electric motors for propulsion, capable of being charged by plugging to external source of power",413,Colombia,1,Number of item,2450,Kilogram,"40,500"
202008,87036000,"Motor vehicles designed mainly for transport of persons, with both spark-ignition internal combustion piston engine and electric motors for propulsion, capable of being charged by plugging to external source of power",433,Paraguay,4,Number of item,9800,Kilogram,"167,960"
202008,87036000,"Motor vehicles designed mainly for transport of persons, with both spark-ignition internal combustion piston engine and electric motors for propulsion, capable of being charged by plugging to external source of power",501,Canada,2,Number of item,4154,Kilogram,"90,551"
202008,87036000,"Motor vehicles designed mainly for transport of persons, with both spark-ignition internal combustion piston engine and electric motors for propulsion, capable of being charged by plugging to external source of power",502,United States,7,Number of item,14025,Kilogram,"496,286"
202008,87036000,"Motor vehicles designed mainly for transport of persons, with both spark-ignition internal combustion piston engine and electric motors for propulsion, capable of being charged by plugging to external source of power",601,Australia,2,Number of item,4332,Kilogram,"93,246"
202008,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",103,Bangladesh,7386,Number of item,1860182,Kilogram,"4,806,877"
202008,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",106,Myanmar,3,Number of item,2920,Kilogram,"14,048"
202008,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",107,Cambodia,2,Number of item,1470,Kilogram,"11,932"
202008,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",111,India,6108,Number of item,1379490,Kilogram,"2,729,468"
202008,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",112,Indonesia,1,Number of item,600,Kilogram,"7,213"
202008,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",114,Iraq,40,Number of item,12000,Kilogram,"15,370"
202008,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",116,Japan,20,Number of item,14982,Kilogram,"376,745"
202008,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",118,Kuwait,2,Number of item,1945,Kilogram,"22,750"
202008,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",121,"Macao,China",1,Number of item,2345,Kilogram,"59,558"
202008,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",124,Mongolia,3,Number of item,4065,Kilogram,"54,583"
202008,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",125,Nepal,98,Number of item,65750,Kilogram,"165,681"
202008,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",127,Pakistan,1,Number of item,1780,Kilogram,"23,000"
202008,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",129,Philippines,299,Number of item,52855,Kilogram,"160,144"
202008,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",130,Qatar,5,Number of item,3805,Kilogram,"26,254"
202008,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",131,Saudi Arabia,1,Number of item,910,Kilogram,"8,230"
202008,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",132,Singapore,10,Number of item,37500,Kilogram,"291,840"
202008,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",133,Republic of Korea,515,Number of item,154570,Kilogram,"1,327,269"
202008,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",136,Thailand,671,Number of item,97367,Kilogram,"340,463"
202008,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",138,United Arab Emirates,1,Number of item,921,Kilogram,"10,800"
202008,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",141,Viet Nam,5,Number of item,3350,Kilogram,"32,200"
202008,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",144,Timor-Leste,14,Number of item,6350,Kilogram,"16,075"
202008,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",146,Kyrgyzstan,2,Number of item,1860,Kilogram,"19,766"
202008,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",149,Uzbekistan,9,Number of item,15010,Kilogram,"121,550"
202008,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",215,Egypt,9,Number of item,13715,Kilogram,"68,178"
202008,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",220,Ghana,10,Number of item,23800,Kilogram,"61,000"
202008,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",254,Zimbabwe,5,Number of item,8900,Kilogram,"169,572"
202008,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",301,Belgium,1724,Number of item,2643177,Kilogram,"36,941,157"
202008,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",302,Denmark,107,Number of item,38416,Kilogram,"210,130"
202008,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",303,United Kingdom,521,Number of item,913444,Kilogram,"13,811,908"
202008,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",304,Germany,345,Number of item,637679,Kilogram,"11,732,130"
202008,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",305,France,30,Number of item,13790,Kilogram,"172,377"
202008,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",307,Italy,9,Number of item,6980,Kilogram,"46,004"
202008,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",309,Netherlands,820,Number of item,1317397,Kilogram,"22,447,542"
202008,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",311,Portugal,50,Number of item,6450,Kilogram,"26,000"
202008,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",312,Spain,7,Number of item,5402,Kilogram,"62,203"
202008,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",318,Finland,36,Number of item,13230,Kilogram,"82,620"
202008,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",322,Iceland,8,Number of item,5600,Kilogram,"36,704"
202008,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",326,Norway,314,Number of item,669504,Kilogram,"12,103,357"
202008,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",327,Poland,21,Number of item,12260,Kilogram,"58,683"
202008,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",328,Romania,10,Number of item,4700,Kilogram,"26,485"
202008,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",330,Sweden,283,Number of item,583560,Kilogram,"10,725,482"
202008,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",331,Switzerland,15,Number of item,17993,Kilogram,"292,543"
202008,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",337,Georgia(Before 2023),18,Number of item,20780,Kilogram,"148,088"
202008,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",344,Russia,1,Number of item,1050,Kilogram,"8,600"
202008,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",347,Ukraine,5,Number of item,7800,Kilogram,"43,998"
202008,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",350,Slovenia,1,Number of item,70,Kilogram,650
202008,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",352,"Czechia(Czech Republic)",6,Number of item,3780,Kilogram,"38,000"
202008,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",353,Slovakia,4,Number of item,1680,Kilogram,"8,232"
202008,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",402,Argentina,4,Number of item,1760,Kilogram,"13,600"
202008,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",404,Bahamas,1,Number of item,580,Kilogram,"3,180"
202008,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",405,Barbados,6,Number of item,8760,Kilogram,"109,652"
202008,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",410,Brazil,4,Number of item,2961,Kilogram,"26,450"
202008,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",413,Colombia,6,Number of item,5634,Kilogram,"74,780"
202008,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",415,Costa Rica,7,Number of item,10050,Kilogram,"113,323"
202008,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",416,Cuba,600,Number of item,148920,Kilogram,"654,299"
202008,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",417,Cura?ao,3,Number of item,4380,Kilogram,"53,400"
202008,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",418,Dominican Republic,20,Number of item,20900,Kilogram,"64,000"
202008,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",419,Ecuador,19,Number of item,13601,Kilogram,"136,586"
202008,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",429,Mexico,19,Number of item,8543,Kilogram,"68,490"
202008,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",433,Paraguay,2,Number of item,2830,Kilogram,"38,912"
202008,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",445,Venezuela,4,Number of item,1200,Kilogram,"11,000"
202008,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",501,Canada,73,Number of item,25485,Kilogram,"256,536"
202008,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",502,United States,749,Number of item,1481176,Kilogram,"27,414,017"
202008,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",504,Bermuda,3,Number of item,3300,Kilogram,"39,987"
202008,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",607,New Caledonia,13,Number of item,11422,Kilogram,"143,680"
202009,87036000,"Motor vehicles designed mainly for transport of persons, with both spark-ignition internal combustion piston engine and electric motors for propulsion, capable of being charged by plugging to external source of power",115,Israel,15,Number of item,31155,Kilogram,"652,342"
202009,87036000,"Motor vehicles designed mainly for transport of persons, with both spark-ignition internal combustion piston engine and electric motors for propulsion, capable of being charged by plugging to external source of power",133,Republic of Korea,25,Number of item,51925,Kilogram,"1,156,638"
202009,87036000,"Motor vehicles designed mainly for transport of persons, with both spark-ignition internal combustion piston engine and electric motors for propulsion, capable of being charged by plugging to external source of power",301,Belgium,16,Number of item,34775,Kilogram,"1,089,398"
202009,87036000,"Motor vehicles designed mainly for transport of persons, with both spark-ignition internal combustion piston engine and electric motors for propulsion, capable of being charged by plugging to external source of power",302,Denmark,8,Number of item,17150,Kilogram,"320,817"
202009,87036000,"Motor vehicles designed mainly for transport of persons, with both spark-ignition internal combustion piston engine and electric motors for propulsion, capable of being charged by plugging to external source of power",303,United Kingdom,610,Number of item,1238327,Kilogram,"21,582,798"
202009,87036000,"Motor vehicles designed mainly for transport of persons, with both spark-ignition internal combustion piston engine and electric motors for propulsion, capable of being charged by plugging to external source of power",304,Germany,522,Number of item,1128464,Kilogram,"21,739,709"
202009,87036000,"Motor vehicles designed mainly for transport of persons, with both spark-ignition internal combustion piston engine and electric motors for propulsion, capable of being charged by plugging to external source of power",305,France,210,Number of item,454860,Kilogram,"8,580,637"
202009,87036000,"Motor vehicles designed mainly for transport of persons, with both spark-ignition internal combustion piston engine and electric motors for propulsion, capable of being charged by plugging to external source of power",306,Ireland,1,Number of item,2166,Kilogram,"41,370"
