"","Year","Quarter","Sector","Measure","Value","SE","Lower.CI","Upper.CI","date"
"8089",2018,2,"321","Change in method of operation",3.3,"3.2",NA,NA,2018-04-01
"8090",2018,2,"321","Change in product mix or specifications",11.3,"0.2",NA,NA,2018-04-01
"8091",2018,2,"321","Change in material input",2.9,"4.6",NA,NA,2018-04-01
"8092",2018,2,"321","Other (full capacity: current vs. prior quarter)",27,"4.5",NA,NA,2018-04-01
"8093",2018,2,"321","Not profitable to operate at full capacity",23.5,"0",NA,NA,2018-04-01
"8094",2018,2,"321","Insufficient supply of materials",18.5,"3.9",NA,NA,2018-04-01
"8095",2018,2,"321","Insufficient orders",37.5,"D",NA,NA,2018-04-01
"8096",2018,2,"321","Insufficient supply of labor",32.4,"0",NA,NA,2018-04-01
"8097",2018,2,"321","Lack of sufficient fuel or energy",0,"D",NA,NA,2018-04-01
"8098",2018,2,"321","Equipment limitations",3.4,"0",NA,NA,2018-04-01
"8099",2018,2,"321","Storage limitations",1.5,"4.6",NA,NA,2018-04-01
"8100",2018,2,"321","Logistics/transportation constraints",6.3,"0",NA,NA,2018-04-01
"8101",2018,2,"321","Sufficient inventory of finished goods",10.1,"D",NA,NA,2018-04-01
"8102",2018,2,"321","Strike or work stoppage",0,"0",NA,NA,2018-04-01
"8103",2018,2,"321","Seasonal operations",9.5,"14.5",NA,NA,2018-04-01
"8104",2018,2,"321","Environmental restrictions",0,"0",NA,NA,2018-04-01
"8105",2018,2,"321","Other (actual production less than full production)",10.1,"0",NA,NA,2018-04-01
"8106",2018,2,"322","Building capital expenditures",1.5,"17.6",NA,NA,2018-04-01
"8107",2018,2,"322","Machinery capital expenditures",14.6,"D",NA,NA,2018-04-01
"8108",2018,2,"322","Building retirements",0,"D",NA,NA,2018-04-01
"8109",2018,2,"322","Machinery retirements",NA,"3.1",NA,NA,2018-04-01
"8110",2018,2,"322","Price changed, product mix same",25.1,"D",NA,NA,2018-04-01
"8111",2018,2,"322","Revised estimation assumptions",7.4,"16.3",NA,NA,2018-04-01
"8112",2018,2,"322","Change in method of operation",NA,"17.1",NA,NA,2018-04-01
"8113",2018,2,"322","Change in product mix or specifications",45.2,"0.8",NA,NA,2018-04-01
"8114",2018,2,"322","Change in material input",NA,"16.4",NA,NA,2018-04-01
"8115",2018,2,"322","Other (full capacity: current vs. prior quarter)",26.4,"D",NA,NA,2018-04-01
"8116",2018,2,"322","Not profitable to operate at full capacity",7.1,"0",NA,NA,2018-04-01
"8117",2018,2,"322","Insufficient supply of materials",6.8,"2.9",NA,NA,2018-04-01
"8118",2018,2,"322","Insufficient orders",61.2,"D",NA,NA,2018-04-01
"8119",2018,2,"322","Insufficient supply of labor",15,"3.6",NA,NA,2018-04-01
"8120",2018,2,"322","Lack of sufficient fuel or energy",0,"2.2",NA,NA,2018-04-01
"8121",2018,2,"322","Equipment limitations",15.1,"0",NA,NA,2018-04-01
"8122",2018,2,"322","Storage limitations",3.6,"26.8",NA,NA,2018-04-01
"8123",2018,2,"322","Logistics/transportation constraints",2,"D",NA,NA,2018-04-01
"8124",2018,2,"322","Sufficient inventory of finished goods",4.3,"7.4",NA,NA,2018-04-01
"8125",2018,2,"322","Strike or work stoppage",0,"3.1",NA,NA,2018-04-01
"8126",2018,2,"322","Seasonal operations",13.9,"5.4",NA,NA,2018-04-01
"8127",2018,2,"322","Environmental restrictions",0,"0",NA,NA,2018-04-01
"8128",2018,2,"322","Other (actual production less than full production)",14.3,"D",NA,NA,2018-04-01
"8129",2018,2,"323","Building capital expenditures",NA,"7.5",NA,NA,2018-04-01
"8130",2018,2,"323","Machinery capital expenditures",9.7,"8.7",NA,NA,2018-04-01
"8131",2018,2,"323","Building retirements",0,"5.6",NA,NA,2018-04-01
"8132",2018,2,"323","Machinery retirements",0,"8.1",NA,NA,2018-04-01
"8133",2018,2,"323","Price changed, product mix same",28.6,"0.6",NA,NA,2018-04-01
"8134",2018,2,"323","Revised estimation assumptions",NA,"9.1",NA,NA,2018-04-01
"8135",2018,2,"323","Change in method of operation",20.5,"2.7",NA,NA,2018-04-01
"8136",2018,2,"323","Change in product mix or specifications",26.1,"4.8",NA,NA,2018-04-01
"8137",2018,2,"323","Change in material input",NA,"6.6",NA,NA,2018-04-01
"8138",2018,2,"323","Other (full capacity: current vs. prior quarter)",30.3,"5.3",NA,NA,2018-04-01
"8139",2018,2,"323","Not profitable to operate at full capacity",3.9,"D",NA,NA,2018-04-01
"8140",2018,2,"323","Insufficient supply of materials",0.3,"5.4",NA,NA,2018-04-01
"8141",2018,2,"323","Insufficient orders",90.5,"4.2",NA,NA,2018-04-01
"8142",2018,2,"323","Insufficient supply of labor",8.3,"3",NA,NA,2018-04-01
"8143",2018,2,"323","Lack of sufficient fuel or energy",0,"3.1",NA,NA,2018-04-01
"8144",2018,2,"323","Equipment limitations",8.3,"0",NA,NA,2018-04-01
"8145",2018,2,"323","Storage limitations",NA,"3.5",NA,NA,2018-04-01
"8146",2018,2,"323","Logistics/transportation constraints",0,"0.7",NA,NA,2018-04-01
"8147",2018,2,"323","Sufficient inventory of finished goods",NA,"5.3",NA,NA,2018-04-01
"8148",2018,2,"323","Strike or work stoppage",0,"6.7",NA,NA,2018-04-01
"8149",2018,2,"323","Seasonal operations",8.1,"3.3",NA,NA,2018-04-01
"8150",2018,2,"323","Environmental restrictions",0,"0",NA,NA,2018-04-01
"8151",2018,2,"323","Other (actual production less than full production)",NA,"1.8",NA,NA,2018-04-01
"8152",2018,2,"324","Building capital expenditures",0,"9.9",NA,NA,2018-04-01
"8153",2018,2,"324","Machinery capital expenditures",15.2,"7.8",NA,NA,2018-04-01
"8154",2018,2,"324","Building retirements",0,"6.6",NA,NA,2018-04-01
"8155",2018,2,"324","Machinery retirements",0,"10.3",NA,NA,2018-04-01
"8156",2018,2,"324","Price changed, product mix same",47.1,"1.6",NA,NA,2018-04-01
"8157",2018,2,"324","Revised estimation assumptions",NA,"7.2",NA,NA,2018-04-01
"8158",2018,2,"324","Change in method of operation",NA,"3.8",NA,NA,2018-04-01
"8159",2018,2,"324","Change in product mix or specifications",6.2,"3.7",NA,NA,2018-04-01
"8160",2018,2,"324","Change in material input",NA,"5.1",NA,NA,2018-04-01
"8161",2018,2,"324","Other (full capacity: current vs. prior quarter)",23.3,"5.9",NA,NA,2018-04-01
"8162",2018,2,"324","Not profitable to operate at full capacity",21.1,"0",NA,NA,2018-04-01
"8163",2018,2,"324","Insufficient supply of materials",1.6,"5.5",NA,NA,2018-04-01
"8164",2018,2,"324","Insufficient orders",29.2,"4.3",NA,NA,2018-04-01
"8165",2018,2,"324","Insufficient supply of labor",NA,"2.4",NA,NA,2018-04-01
"8166",2018,2,"324","Lack of sufficient fuel or energy",0,"3",NA,NA,2018-04-01
"8167",2018,2,"324","Equipment limitations",5.1,"0",NA,NA,2018-04-01
"8168",2018,2,"324","Storage limitations",NA,"3.9",NA,NA,2018-04-01
"8169",2018,2,"324","Logistics/transportation constraints",4.3,"D",NA,NA,2018-04-01
"8170",2018,2,"324","Sufficient inventory of finished goods",3.3,"3.3",NA,NA,2018-04-01
"8171",2018,2,"324","Strike or work stoppage",0,"57.1",NA,NA,2018-04-01
"8172",2018,2,"324","Seasonal operations",41.1,"3.3",NA,NA,2018-04-01
"8173",2018,2,"324","Environmental restrictions",NA,"0",NA,NA,2018-04-01
"8174",2018,2,"324","Other (actual production less than full production)",12.3,"D",NA,NA,2018-04-01
"8175",2018,2,"325","Building capital expenditures",4.6,"11.9",NA,NA,2018-04-01
"8176",2018,2,"325","Machinery capital expenditures",9.8,"8",NA,NA,2018-04-01
"8177",2018,2,"325","Building retirements",0,"D",NA,NA,2018-04-01
"8178",2018,2,"325","Machinery retirements",NA,"8.9",NA,NA,2018-04-01
"8179",2018,2,"325","Price changed, product mix same",25.2,"0",NA,NA,2018-04-01
"8180",2018,2,"325","Revised estimation assumptions",20.7,"35.6",NA,NA,2018-04-01
"8181",2018,2,"325","Change in method of operation",7.9,"3.5",NA,NA,2018-04-01
"8182",2018,2,"325","Change in product mix or specifications",27.7,"1.5",NA,NA,2018-04-01
"8183",2018,2,"325","Change in material input",1.3,"7.2",NA,NA,2018-04-01
"8184",2018,2,"325","Other (full capacity: current vs. prior quarter)",34.3,"6.1",NA,NA,2018-04-01
"8185",2018,2,"325","Not profitable to operate at full capacity",8.6,"0",NA,NA,2018-04-01
"8186",2018,2,"325","Insufficient supply of materials",15.1,"1.2",NA,NA,2018-04-01
"8187",2018,2,"325","Insufficient orders",54.2,"0.8",NA,NA,2018-04-01
"8188",2018,2,"325","Insufficient supply of labor",14.6,"3.3",NA,NA,2018-04-01
"8189",2018,2,"325","Lack of sufficient fuel or energy",NA,"1.3",NA,NA,2018-04-01
"8190",2018,2,"325","Equipment limitations",21.1,"0",NA,NA,2018-04-01
"8191",2018,2,"325","Storage limitations",10.6,"6.5",NA,NA,2018-04-01
"8192",2018,2,"325","Logistics/transportation constraints",6.7,"1.8",NA,NA,2018-04-01
"8193",2018,2,"325","Sufficient inventory of finished goods",7.5,"4.1",NA,NA,2018-04-01
"8194",2018,2,"325","Strike or work stoppage",0,"0",NA,NA,2018-04-01
"8195",2018,2,"325","Seasonal operations",9,"16.1",NA,NA,2018-04-01
"8196",2018,2,"325","Environmental restrictions",1.1,"0",NA,NA,2018-04-01
"8197",2018,2,"325","Other (actual production less than full production)",19.5,"0",NA,NA,2018-04-01
"8198",2018,2,"326","Building capital expenditures",8.4,"10.1",NA,NA,2018-04-01
"8199",2018,2,"326","Machinery capital expenditures",6,"9.5",NA,NA,2018-04-01
"8200",2018,2,"326","Building retirements",0,"16.5",NA,NA,2018-04-01
"8201",2018,2,"326","Machinery retirements",2.2,"15.5",NA,NA,2018-04-01
"8202",2018,2,"326","Price changed, product mix same",25.2,"16.3",NA,NA,2018-04-01
"8203",2018,2,"326","Revised estimation assumptions",16.6,"4.8",NA,NA,2018-04-01
"8204",2018,2,"326","Change in method of operation",8.6,"10",NA,NA,2018-04-01
"8205",2018,2,"326","Change in product mix or specifications",40,"5.1",NA,NA,2018-04-01
"8206",2018,2,"326","Change in material input",2.1,"9.3",NA,NA,2018-04-01
"8207",2018,2,"326","Other (full capacity: current vs. prior quarter)",13.6,"6.2",NA,NA,2018-04-01
"8208",2018,2,"326","Not profitable to operate at full capacity",7.5,"D",NA,NA,2018-04-01
"8209",2018,2,"326","Insufficient supply of materials",6,"5",NA,NA,2018-04-01
"8210",2018,2,"326","Insufficient orders",84.2,"0.8",NA,NA,2018-04-01
"8211",2018,2,"326","Insufficient supply of labor",18.9,"1",NA,NA,2018-04-01
"8212",2018,2,"326","Lack of sufficient fuel or energy",0,"0.7",NA,NA,2018-04-01
"8213",2018,2,"326","Equipment limitations",15.7,"0",NA,NA,2018-04-01
"8214",2018,2,"326","Storage limitations",9.8,"0.6",NA,NA,2018-04-01
"8215",2018,2,"326","Logistics/transportation constraints",3.2,"3",NA,NA,2018-04-01
"8216",2018,2,"326","Sufficient inventory of finished goods",6.2,"5.5",NA,NA,2018-04-01
"8217",2018,2,"326","Strike or work stoppage",0,"3",NA,NA,2018-04-01
"8218",2018,2,"326","Seasonal operations",8.7,"5.1",NA,NA,2018-04-01
"8219",2018,2,"326","Environmental restrictions",NA,"D",NA,NA,2018-04-01
"8220",2018,2,"326","Other (actual production less than full production)",5.8,"1.2",NA,NA,2018-04-01
"8221",2018,2,"327","Building capital expenditures",57.6,"5",NA,NA,2018-04-01
"8222",2018,2,"327","Machinery capital expenditures",2.3,"6.2",NA,NA,2018-04-01
"8223",2018,2,"327","Building retirements",0,"4.9",NA,NA,2018-04-01
"8224",2018,2,"327","Machinery retirements",NA,"5.1",NA,NA,2018-04-01
"8225",2018,2,"327","Price changed, product mix same",8.6,"3.4",NA,NA,2018-04-01
"8226",2018,2,"327","Revised estimation assumptions",5.6,"6.1",NA,NA,2018-04-01
"8227",2018,2,"327","Change in method of operation",NA,"2.9",NA,NA,2018-04-01
"8228",2018,2,"327","Change in product mix or specifications",6.3,"2.5",NA,NA,2018-04-01
"8229",2018,2,"327","Change in material input",0,"3.6",NA,NA,2018-04-01
"8230",2018,2,"327","Other (full capacity: current vs. prior quarter)",26.3,"4",NA,NA,2018-04-01
"8231",2018,2,"327","Not profitable to operate at full capacity",6.6,"D",NA,NA,2018-04-01
"8232",2018,2,"327","Insufficient supply of materials",2.3,"3.1",NA,NA,2018-04-01
"8233",2018,2,"327","Insufficient orders",61.7,"1.9",NA,NA,2018-04-01
"8234",2018,2,"327","Insufficient supply of labor",25.8,"1.4",NA,NA,2018-04-01
"8235",2018,2,"327","Lack of sufficient fuel or energy",0,"0.9",NA,NA,2018-04-01
"8236",2018,2,"327","Equipment limitations",4.4,"0",NA,NA,2018-04-01
"8237",2018,2,"327","Storage limitations",2.4,"1.7",NA,NA,2018-04-01
"8238",2018,2,"327","Logistics/transportation constraints",6,"0",NA,NA,2018-04-01
"8239",2018,2,"327","Sufficient inventory of finished goods",2.8,"2.3",NA,NA,2018-04-01
"8240",2018,2,"327","Strike or work stoppage",0,"4",NA,NA,2018-04-01
"8241",2018,2,"327","Seasonal operations",27.7,"5.7",NA,NA,2018-04-01
"8242",2018,2,"327","Environmental restrictions",2.3,"D",NA,NA,2018-04-01
"8243",2018,2,"327","Other (actual production less than full production)",8.6,"4.1",NA,NA,2018-04-01
"8244",2018,2,"331","Building capital expenditures",0,"2.4",NA,NA,2018-04-01
"8245",2018,2,"331","Machinery capital expenditures",21,"5.3",NA,NA,2018-04-01
"8246",2018,2,"331","Building retirements",0,"1.9",NA,NA,2018-04-01
"8247",2018,2,"331","Machinery retirements",0,"7.3",NA,NA,2018-04-01
"8248",2018,2,"331","Price changed, product mix same",31.1,"1.7",NA,NA,2018-04-01
"8249",2018,2,"331","Revised estimation assumptions",11.7,"8.2",NA,NA,2018-04-01
"8250",2018,2,"331","Change in method of operation",17,"2.3",NA,NA,2018-04-01
"8251",2018,2,"331","Change in product mix or specifications",38.9,"3.7",NA,NA,2018-04-01
"8252",2018,2,"331","Change in material input",18.9,"5.6",NA,NA,2018-04-01
"8253",2018,2,"331","Other (full capacity: current vs. prior quarter)",11.2,"5.9",NA,NA,2018-04-01
"8254",2018,2,"331","Not profitable to operate at full capacity",24.8,"D",NA,NA,2018-04-01
"8255",2018,2,"331","Insufficient supply of materials",10.6,"4",NA,NA,2018-04-01
"8256",2018,2,"331","Insufficient orders",58.4,"2.6",NA,NA,2018-04-01
"8257",2018,2,"331","Insufficient supply of labor",16.6,"1.6",NA,NA,2018-04-01
"8258",2018,2,"331","Lack of sufficient fuel or energy",NA,"2.3",NA,NA,2018-04-01
"8259",2018,2,"331","Equipment limitations",11.3,"D",NA,NA,2018-04-01
"8260",2018,2,"331","Storage limitations",1.8,"2.5",NA,NA,2018-04-01
"8261",2018,2,"331","Logistics/transportation constraints",1.9,"1.1",NA,NA,2018-04-01
"8262",2018,2,"331","Sufficient inventory of finished goods",1.6,"2.2",NA,NA,2018-04-01
"8263",2018,2,"331","Strike or work stoppage",0,"0.6",NA,NA,2018-04-01
"8264",2018,2,"331","Seasonal operations",0.9,"3.1",NA,NA,2018-04-01
"8265",2018,2,"331","Environmental restrictions",3.4,"D",NA,NA,2018-04-01
"8266",2018,2,"331","Other (actual production less than full production)",14.1,"0",NA,NA,2018-04-01
"8267",2018,2,"332","Building capital expenditures",5.5,"D",NA,NA,2018-04-01
"8268",2018,2,"332","Machinery capital expenditures",15.8,"11.5",NA,NA,2018-04-01
"8269",2018,2,"332","Building retirements",NA,"D",NA,NA,2018-04-01
"8270",2018,2,"332","Machinery retirements",1.6,"12.8",NA,NA,2018-04-01
"8271",2018,2,"332","Price changed, product mix same",16,"0.1",NA,NA,2018-04-01
"8272",2018,2,"332","Revised estimation assumptions",24.3,"11.6",NA,NA,2018-04-01
"8273",2018,2,"332","Change in method of operation",14.3,"1.3",NA,NA,2018-04-01
"8274",2018,2,"332","Change in product mix or specifications",19.8,"6.9",NA,NA,2018-04-01
"8275",2018,2,"332","Change in material input",5.9,"5.4",NA,NA,2018-04-01
"8276",2018,2,"332","Other (full capacity: current vs. prior quarter)",26.4,"4.9",NA,NA,2018-04-01
"8277",2018,2,"332","Not profitable to operate at full capacity",12.5,"0",NA,NA,2018-04-01
"8278",2018,2,"332","Insufficient supply of materials",9,"4.1",NA,NA,2018-04-01
"8279",2018,2,"332","Insufficient orders",77.4,"Z",NA,NA,2018-04-01
"8280",2018,2,"332","Insufficient supply of labor",30.2,"0",NA,NA,2018-04-01
"8281",2018,2,"332","Lack of sufficient fuel or energy",NA,"0.8",NA,NA,2018-04-01
"8282",2018,2,"332","Equipment limitations",15.3,"0",NA,NA,2018-04-01
"8283",2018,2,"332","Storage limitations",5.5,"3.9",NA,NA,2018-04-01
"8284",2018,2,"332","Logistics/transportation constraints",2.7,"0",NA,NA,2018-04-01
"8285",2018,2,"332","Sufficient inventory of finished goods",1.5,"0.9",NA,NA,2018-04-01
"8286",2018,2,"332","Strike or work stoppage",0,"0",NA,NA,2018-04-01
"8287",2018,2,"332","Seasonal operations",4.1,"D",NA,NA,2018-04-01
"8288",2018,2,"332","Environmental restrictions",0,"0",NA,NA,2018-04-01
"8289",2018,2,"332","Other (actual production less than full production)",7.8,"D",NA,NA,2018-04-01
"8290",2018,2,"333","Building capital expenditures",6.7,"22.2",NA,NA,2018-04-01
"8291",2018,2,"333","Machinery capital expenditures",15.2,"1.9",NA,NA,2018-04-01
"8292",2018,2,"333","Building retirements",NA,"D",NA,NA,2018-04-01
"8293",2018,2,"333","Machinery retirements",4.2,"21.8",NA,NA,2018-04-01
"8294",2018,2,"333","Price changed, product mix same",5.7,"D",NA,NA,2018-04-01
"8295",2018,2,"333","Revised estimation assumptions",14.3,"9.1",NA,NA,2018-04-01
"8296",2018,2,"333","Change in method of operation",3.7,"4",NA,NA,2018-04-01
"8297",2018,2,"333","Change in product mix or specifications",32.4,"6.8",NA,NA,2018-04-01
"8298",2018,2,"333","Change in material input",2.7,"7.5",NA,NA,2018-04-01
"8299",2018,2,"333","Other (full capacity: current vs. prior quarter)",41.1,"7.3",NA,NA,2018-04-01
"8300",2018,2,"333","Not profitable to operate at full capacity",5.8,"0",NA,NA,2018-04-01
"8301",2018,2,"333","Insufficient supply of materials",10.5,"7.1",NA,NA,2018-04-01
"8302",2018,2,"333","Insufficient orders",63.9,"D",NA,NA,2018-04-01
"8303",2018,2,"333","Insufficient supply of labor",34.7,"7.1",NA,NA,2018-04-01
"8304",2018,2,"333","Lack of sufficient fuel or energy",NA,"0.9",NA,NA,2018-04-01
"8305",2018,2,"333","Equipment limitations",12.3,"0",NA,NA,2018-04-01
"8306",2018,2,"333","Storage limitations",4.8,"0.6",NA,NA,2018-04-01
"8307",2018,2,"333","Logistics/transportation constraints",1.9,"0",NA,NA,2018-04-01
"8308",2018,2,"333","Sufficient inventory of finished goods",7.1,"2.1",NA,NA,2018-04-01
"8309",2018,2,"333","Strike or work stoppage",NA,"6.1",NA,NA,2018-04-01
"8310",2018,2,"333","Seasonal operations",6.6,"7.7",NA,NA,2018-04-01
"8311",2018,2,"333","Environmental restrictions",1.3,"0",NA,NA,2018-04-01
"8312",2018,2,"333","Other (actual production less than full production)",4.8,"8.8",NA,NA,2018-04-01
"8313",2018,2,"334","Building capital expenditures",1.2,"9.8",NA,NA,2018-04-01
"8314",2018,2,"334","Machinery capital expenditures",6.7,"11.2",NA,NA,2018-04-01
"8315",2018,2,"334","Building retirements",NA,"1.3",NA,NA,2018-04-01
"8316",2018,2,"334","Machinery retirements",0,"10",NA,NA,2018-04-01
"8317",2018,2,"334","Price changed, product mix same",NA,"4.8",NA,NA,2018-04-01
"8318",2018,2,"334","Revised estimation assumptions",23,"3.9",NA,NA,2018-04-01
"8319",2018,2,"334","Change in method of operation",NA,"3.9",NA,NA,2018-04-01
"8320",2018,2,"334","Change in product mix or specifications",44.5,"5.3",NA,NA,2018-04-01
"8321",2018,2,"334","Change in material input",0.5,"8.1",NA,NA,2018-04-01
"8322",2018,2,"334","Other (full capacity: current vs. prior quarter)",29.6,"9",NA,NA,2018-04-01
"8323",2018,2,"334","Not profitable to operate at full capacity",4.1,"0",NA,NA,2018-04-01
"8324",2018,2,"334","Insufficient supply of materials",20.7,"6.4",NA,NA,2018-04-01
"8325",2018,2,"334","Insufficient orders",83.3,"1.1",NA,NA,2018-04-01
"8326",2018,2,"334","Insufficient supply of labor",13.6,"3.3",NA,NA,2018-04-01
"8327",2018,2,"334","Lack of sufficient fuel or energy",0,"1.9",NA,NA,2018-04-01
"8328",2018,2,"334","Equipment limitations",7.1,"D",NA,NA,2018-04-01
"8329",2018,2,"334","Storage limitations",0.1,"3.3",NA,NA,2018-04-01
"8330",2018,2,"334","Logistics/transportation constraints",0,"D",NA,NA,2018-04-01
"8331",2018,2,"334","Sufficient inventory of finished goods",1.7,"2.8",NA,NA,2018-04-01
"8332",2018,2,"334","Strike or work stoppage",0,"D",NA,NA,2018-04-01
"8333",2018,2,"334","Seasonal operations",4.1,"1.1",NA,NA,2018-04-01
"8334",2018,2,"334","Environmental restrictions",0,"0",NA,NA,2018-04-01
"8335",2018,2,"334","Other (actual production less than full production)",2.3,"D",NA,NA,2018-04-01
"8336",2018,2,"335","Building capital expenditures",0,"D",NA,NA,2018-04-01
"8337",2018,2,"335","Machinery capital expenditures",NA,"D",NA,NA,2018-04-01
"8338",2018,2,"335","Building retirements",0,"11.2",NA,NA,2018-04-01
"8339",2018,2,"335","Machinery retirements",NA,"10.9",NA,NA,2018-04-01
"8340",2018,2,"335","Price changed, product mix same",36.7,"0",NA,NA,2018-04-01
"8341",2018,2,"335","Revised estimation assumptions",3.3,"15.7",NA,NA,2018-04-01
"8342",2018,2,"335","Change in method of operation",NA,"4.9",NA,NA,2018-04-01
"8343",2018,2,"335","Change in product mix or specifications",48.1,"0.8",NA,NA,2018-04-01
"8344",2018,2,"335","Change in material input",NA,"9.6",NA,NA,2018-04-01
"8345",2018,2,"335","Other (full capacity: current vs. prior quarter)",12.1,"9.4",NA,NA,2018-04-01
"8346",2018,2,"335","Not profitable to operate at full capacity",7.6,"0",NA,NA,2018-04-01
"8347",2018,2,"335","Insufficient supply of materials",13.7,"1.6",NA,NA,2018-04-01
"8348",2018,2,"335","Insufficient orders",84.4,"3.7",NA,NA,2018-04-01
"8349",2018,2,"335","Insufficient supply of labor",9.6,"D",NA,NA,2018-04-01
"8350",2018,2,"335","Lack of sufficient fuel or energy",0,"0.7",NA,NA,2018-04-01
"8351",2018,2,"335","Equipment limitations",9.2,"D",NA,NA,2018-04-01
"8352",2018,2,"335","Storage limitations",NA,"0.4",NA,NA,2018-04-01
"8353",2018,2,"335","Logistics/transportation constraints",8.1,"0",NA,NA,2018-04-01
"8354",2018,2,"335","Sufficient inventory of finished goods",2.1,"7.1",NA,NA,2018-04-01
"8355",2018,2,"335","Strike or work stoppage",0,"D",NA,NA,2018-04-01
"8356",2018,2,"335","Seasonal operations",0.8,"2.1",NA,NA,2018-04-01
"8357",2018,2,"335","Environmental restrictions",0,"0",NA,NA,2018-04-01
"8358",2018,2,"335","Other (actual production less than full production)",3.9,"0.2",NA,NA,2018-04-01
"8359",2018,2,"336","Building capital expenditures",7.3,"1.9",NA,NA,2018-04-01
"8360",2018,2,"336","Machinery capital expenditures",19.3,"13.7",NA,NA,2018-04-01
"8361",2018,2,"336","Building retirements",0,"6.1",NA,NA,2018-04-01
"8362",2018,2,"336","Machinery retirements",10.6,"11.8",NA,NA,2018-04-01
"8363",2018,2,"336","Price changed, product mix same",22.9,"9.6",NA,NA,2018-04-01
"8364",2018,2,"336","Revised estimation assumptions",20.9,"10.6",NA,NA,2018-04-01
"8365",2018,2,"336","Change in method of operation",1.7,"4.4",NA,NA,2018-04-01
"8366",2018,2,"336","Change in product mix or specifications",67.8,"1",NA,NA,2018-04-01
"8367",2018,2,"336","Change in material input",7.7,"7.5",NA,NA,2018-04-01
"8368",2018,2,"336","Other (full capacity: current vs. prior quarter)",10.6,"5.8",NA,NA,2018-04-01
"8369",2018,2,"336","Not profitable to operate at full capacity",8.8,"0",NA,NA,2018-04-01
"8370",2018,2,"336","Insufficient supply of materials",13.7,"0.7",NA,NA,2018-04-01
"8371",2018,2,"336","Insufficient orders",66.4,"0.7",NA,NA,2018-04-01
"8372",2018,2,"336","Insufficient supply of labor",45.7,"0.5",NA,NA,2018-04-01
"8373",2018,2,"336","Lack of sufficient fuel or energy",0,"4.2",NA,NA,2018-04-01
"8374",2018,2,"336","Equipment limitations",15.6,"0",NA,NA,2018-04-01
"8375",2018,2,"336","Storage limitations",1.8,"2.3",NA,NA,2018-04-01
"8376",2018,2,"336","Logistics/transportation constraints",4.1,"0",NA,NA,2018-04-01
"8377",2018,2,"336","Sufficient inventory of finished goods",3.8,"5.3",NA,NA,2018-04-01
"8378",2018,2,"336","Strike or work stoppage",NA,"0.9",NA,NA,2018-04-01
"8379",2018,2,"336","Seasonal operations",3.5,"1.5",NA,NA,2018-04-01
"8380",2018,2,"336","Environmental restrictions",NA,"D",NA,NA,2018-04-01
"8381",2018,2,"336","Other (actual production less than full production)",6,"0.6",NA,NA,2018-04-01
"8382",2018,2,"337","Building capital expenditures",NA,"1.9",NA,NA,2018-04-01
"8383",2018,2,"337","Machinery capital expenditures",1.6,"1.6",NA,NA,2018-04-01
"8384",2018,2,"337","Building retirements",0,"1.2",NA,NA,2018-04-01
"8385",2018,2,"337","Machinery retirements",NA,"2.1",NA,NA,2018-04-01
"8386",2018,2,"337","Price changed, product mix same",NA,"1.2",NA,NA,2018-04-01
"8387",2018,2,"337","Revised estimation assumptions",NA,"2.5",NA,NA,2018-04-01
"8388",2018,2,"337","Change in method of operation",13.9,"1",NA,NA,2018-04-01
"8389",2018,2,"337","Change in product mix or specifications",17.5,"0.9",NA,NA,2018-04-01
"8390",2018,2,"337","Change in material input",0,"1.5",NA,NA,2018-04-01
"8391",2018,2,"337","Other (full capacity: current vs. prior quarter)",48.7,"1.4",NA,NA,2018-04-01
"8392",2018,2,"337","Not profitable to operate at full capacity",5.4,"0.3",NA,NA,2018-04-01
"8393",2018,2,"337","Insufficient supply of materials",1.3,"1.1",NA,NA,2018-04-01
"8394",2018,2,"337","Insufficient orders",65.7,"0.8",NA,NA,2018-04-01
"8395",2018,2,"337","Insufficient supply of labor",31.4,"0.4",NA,NA,2018-04-01
"8396",2018,2,"337","Lack of sufficient fuel or energy",0,"0.6",NA,NA,2018-04-01
"8397",2018,2,"337","Equipment limitations",2.4,"D",NA,NA,2018-04-01
"8398",2018,2,"337","Storage limitations",5.5,"1.1",NA,NA,2018-04-01
"8399",2018,2,"337","Logistics/transportation constraints",NA,"0.4",NA,NA,2018-04-01
"8400",2018,2,"337","Sufficient inventory of finished goods",1.1,"1",NA,NA,2018-04-01
"8401",2018,2,"337","Strike or work stoppage",NA,"3.7",NA,NA,2018-04-01
"8402",2018,2,"337","Seasonal operations",0.7,"4.4",NA,NA,2018-04-01
"8403",2018,2,"337","Environmental restrictions",0,"0",NA,NA,2018-04-01
"8404",2018,2,"337","Other (actual production less than full production)",12.5,"1.6",NA,NA,2018-04-01
"8405",2018,2,"339","Building capital expenditures",NA,"6.2",NA,NA,2018-04-01
"8406",2018,2,"339","Machinery capital expenditures",4.1,"1.3",NA,NA,2018-04-01
"8407",2018,2,"339","Building retirements",0,"2.3",NA,NA,2018-04-01
"8408",2018,2,"339","Machinery retirements",0.4,"4.8",NA,NA,2018-04-01
"8409",2018,2,"339","Price changed, product mix same",2.7,"1.6",NA,NA,2018-04-01
"8410",2018,2,"339","Revised estimation assumptions",31.4,"7.3",NA,NA,2018-04-01
"8411",2018,2,"339","Change in method of operation",6.2,"5.4",NA,NA,2018-04-01
