"","I_COMMODITY","value","tariff_val","effective_tariff","round_tariff","I_COMMODITY_LDESC"
"315","5514",380,38,0.1,0.1,"WOVEN FABRICS OF SYNTHETIC STAPLE FIBERS, CONTAINING LESS THAN 85% BY WEIGHT OF SUCH FIBERS, MIXED MAINLY WITH COTTON, WEIGHING OVER 170 G/M2"
"316","5601",12969,1296.9,0.1,0.1,"WADDING OF TEXTILE MATERIALS AND ARTICLES THEREOF; TEXTILE FIBERS, NOT OVER 5 MM (0.197 IN.) IN LENGTH, TEXTILE DUST AND MILL NEPS"
"317","5602",1560,156,0.1,0.1,"FELT, WHETHER OR NOT IMPREGNATED, COATED, COVERED OR LAMINATED"
"318","5603",59950842,5995084.2,0.1,0.1,"NONWOVENS (OF TEXTILE MATERIALS), WHETHER OR NOT IMPREGNATED, COATED, COVERED OR LAMINATED"
"319","5606",0,0,NA,NA,"GIMPED YARN AND STRIP NESOI, INCLUDING MANMADE TEXTILE YARN AND STRIP WITH SPECIFIED DIMENSIONS (HEADING 5404 AND 5405); CHENILLE YARN; LOOPWALE-YARN"
"320","5607",204923,20492.3,0.1,0.1,"TWINE, CORDAGE, ROPE AND CABLE OF YARNS OR FIBERS, PRODUCED BY TWISTING OR BY PLAITING OR BRAIDING, WHETHER OR NOT COATED ETC. WITH RUBBER OR PLASTICS"
"321","5608",7000,700,0.1,0.1,"KNOTTED NETTING OF TWINE, CORDAGE OR ROPE; MADE-UP FISHING NETS AND OTHER MADE-UP NETS, OF TEXTILE MATERIALS"
"322","5609",4497,449.7,0.1,0.1,"ARTICLES OF YARN, STRIP OR THE LIKE OF SPECIFIED DIMENSIONS (HEADING 5404 AND 5405), TWINE, CORDAGE, ROPE OR CABLES, NESOI"
"323","5701",1250,125,0.1,0.1,"CARPETS AND OTHER TEXTILE FLOOR COVERINGS, KNOTTED, WHETHER OR NOT MADE-UP"
"324","5702",14037,1403.7,0.1,0.1,"CARPETS AND OTHER TEXTILE FLOOR COVERINGS, WOVEN, NOT TUFTED OR FLOCKED, INCLUDING KELEM, SCHUMACKS, KARAMANIE AND SIMILAR HAND-WOVEN RUGS"
"325","5703",433,43.3,0.1,0.1,"CARPETS AND OTHER TEXTILE FLOOR COVERINGS INCLUDING TURF, TUFTED, WHETHER OR NOT MADE UP"
"326","5705",20120,2012,0.1,0.1,"CARPETS AND OTHER TEXTILE FLOOR COVERINGS (WHETHER OR NOT MADE-UP), NESOI"
"327","5801",2295,229.5,0.1,0.1,"WOVEN PILE FABRICS AND CHENILLE FABRICS (OTHER THAN WOVEN TERRY OR TUFTED FABRICS AND NARROW WOVEN FABRICS NOT OVER 30 CM IN WIDTH) NESOI"
"328","5804",11833,1183.3,0.1,0.1,"TULLES AND OTHER NET FABRICS, NOT INCLUDING WOVEN, KNITTED OR CROCHETED FABRICS; LACE IN THE PIECE, IN STRIPS OR MOTIFS, EXCEPT FABRICS OF 6002"
"329","5805",5000,500,0.1,0.1,"HANDWOVEN TAPESTRIES SIMILAR TO GOBELINS, FLANDERS, AUBUSSON OR BEAUVAIS AND NEEDLEWORKED TAPESTRIES (PETIT POINT, CROSS-STITCH ETC.), MADE-UP OR NOT"
"330","5806",87469,8746.9,0.1,0.1,"NARROW WOVEN FABRICS (OTHER THAN LABELS AND SIMILAR ARTICLES, IN THE PIECE ETC.); NARROW FABRICS ASSEMBLED (WITHOUT A WEFT) BY MEANS OF AN ADHESIVE"
"331","5807",4212,421.2,0.1,0.1,"LABELS, BADGES AND SIMILAR ARTICLES OF TEXTILE MATERIALS, IN THE PIECE, IN STRIPS OR CUT TO SHAPE OR SIZE, NOT EMBROIDERED"
"332","5810",10993,1099.3,0.1,0.1,"EMBROIDERY IN THE PIECE, IN STRIPS OR IN MOTIFS"
"333","5811",1590,159,0.1,0.1,"QUILTED TEXTILE PRODUCTS IN THE PIECE (ONE OR MORE LAYERS ASSEMBLED WITH PADDING BY STITCHING ETC.), OTHER THAN EMBROIDERY"
"334","5901",27971,2797.1,0.1,0.1,"TEXTILE FABRICS COATED, FOR THE OUTER COVERS OF BOOKS ETC.; TRACING CLOTH; PREPARED PAINTING CANVAS; BUCKRAM AND SIMILAR FABRICS FOR HAT FOUNDATIONS"
"335","5903",916393,91639.3,0.1,0.1,"TEXTILE FABRICS IMPREGNATED, COATED, COVERED OR LAMINATED WITH PLASTICS, OTHER THAN TIRE CORD FABRIC"
"336","5905",8382,838.2,0.1,0.1,"TEXTILE WALL COVERINGS"
"337","5907",593164,59316.4,0.1,0.1,"TEXTILE FABRICS OTHERWISE IMPREGNATED, COATED OR COVERED; PAINTED CANVAS BEING THEATRICAL SCENERY, STUDIO BACK-CLOTHS OR THE LIKE"
"338","5908",4120,412,0.1,0.1,"TEXTILE WICKS FOR LAMPS, STOVES, LIGHTERS, CANDLES ETC; GAS MANTLES AND TUBULAR KNITTED GAS MANTLE FABRIC, WHETHER OR NOT IMPREGNATED"
"339","5910",94200,9420,0.1,0.1,"TRANSMISSION OR CONVEYOR BELTS OR BELTING, OF TEXTILE MATERIAL, WHETHER OR NOT REINFORCED WITH METAL OR OTHER MATERIAL OR COATED IMPREG WITH PLASTICS"
"340","5911",41611633,4161163.3,0.1,0.1,"TEXTILE PRODUCTS AND ARTICLES, FOR TECHNICAL USES, SPECIFIED IN CHAPTER 59 NOTE 8"
"341","6001",18993,1899.3,0.1,0.1,"PILE FABRICS, INCLUDING LONG PILE FABRICS AND TERRY FABRICS, KNITTED OR CROCHETED"
"342","6005",120023114,12002311.4,0.1,0.1,"WARP KNIT FABRICS (INCLUDING THOSE MADE ON GALLOON KNIT. MACHINES), OTHER THAN THOSE OF HEADING 6001 TO 6004"
"343","6006",1088439,108843.9,0.1,0.1,"KNITTED OR CROCHETED FABRICS, NESOI"
"344","6101",5814,581.4,0.1,0.1,"MEN'S OR BOYS' OVERCOATS, CARCOATS, CAPES, CLOAKS, ANORAKS (INCLUDING SKI-JACKETS), AND SIMILAR ARTICLES, KNITTED OR CROCHETED, NESOI"
"345","6102",208502,20850.2,0.1,0.1,"WOMEN'S OR GIRLS' OVERCOATS, CARCOATS, CAPES, CLOAKS, ANORAKS (INCLUDING SKI-JACKETS), AND SIMILAR ARTICLES, KNITTED OR CROCHETED, NESOI"
"346","6103",55691,5569.1,0.1,0.1,"MEN'S OR BOYS' SUITS, ENSEMBLES, SUIT-TYPE JACKETS, BLAZERS, TROUSERS, BIB AND BRACE OVERALLS, BREECHES AND SHORTS (NO SWIMWEAR), KNITTED OR CROCHETED"
"347","6104",5790064,579006.4,0.1,0.1,"WOMEN'S OR GIRLS' SUITS, ENSEMBLES, SUIT-TYPE JACKETS, BLAZERS, DRESSES, SKIRTS, DIVIDED SKIRTS, TROUSERS, ETC. (NO SWIMWEAR), KNITTED OR CROCHETED"
"348","6105",34325,3432.5,0.1,0.1,"MEN'S OR BOYS' SHIRTS, KNITTED OR CROCHETED"
"349","6106",264904,26490.4,0.1,0.1,"WOMEN'S OR GIRLS' BLOUSES AND SHIRTS, KNITTED OR CROCHETED"
"350","6107",14964,1496.4,0.1,0.1,"MEN'S OR BOYS' UNDERPANTS, BRIEFS, NIGHTSHIRTS, PAJAMAS, BATHROBES, DRESSING GOWNS AND SIMILAR ARTICLES, KNITTED OR CROCHETED"
"351","6108",23217,2321.7,0.1,0.1,"WOMEN'S OR GIRLS' SLIPS, PETTICOATS, BRIEFS, PANTIES, NIGHTDRESSES, PAJAMAS, NEGLIGEES, BATHROBES AND SIMILAR ARTICLES, KNITTED OR CROCHETED"
"352","6109",525908,52590.8,0.1,0.1,"T-SHIRTS, SINGLETS, TANK TOPS AND SIMILAR GARMENTS, KNITTED OR CROCHETED"
"353","6110",299338,29933.8,0.1,0.1,"SWEATERS, PULLOVERS, SWEATSHIRTS, WAISTCOATS (VESTS) AND SIMILAR ARTICLES, KNITTED OR CROCHETED"
"354","6111",145396,14539.6,0.1,0.1,"BABIES' GARMENTS AND CLOTHING ACCESSORIES, KNITTED OR CROCHETED"
"355","6112",754733,75473.3,0.1,0.1,"TRACK SUITS, SKI-SUITS AND SWIMWEAR, KNITTED OR CROCHETED"
"356","6113",10329,1032.9,0.1,0.1,"GARMENTS, IMPREGNATED, COATED, COVERED OR LAMINATED WITH PLASTICS, RUBBER OR OTHER MATERIALS, KNITTED OR CROCHETED"
"357","6114",687400,68740,0.1,0.1,"GARMENTS NESOI, KNITTED OR CROCHETED"
"358","6115",104345,10434.5,0.1,0.1,"PANTYHOSE, TIGHTS, STOCKINGS, SOCKS AND OTHER HOSIERY, INCLUDING STOCKINGS FOR VARICOSE VEINS AND FOOTWEAR WITHOUT APPLIED SOLES, KNITTED OR CROCHETED"
"359","6116",3114,311.4,0.1,0.1,"GLOVES, MITTENS AND MITTS, KNITTED OR CROCHETED"
"360","6117",72152,7215.2,0.1,0.1,"MADE-UP CLOTHING ACCESSORIES NESOI, KNITTED OR CROCHETED; PARTS OF KNITTED OR CROCHETED GARMENTS OR CLOTHING ACCESSORIES"
"361","6201",28896,2889.6,0.1,0.1,"MEN'S OR BOYS' OVERCOATS, CARCOATS, CAPES, CLOAKS, ANORAKS INCLUDING SKI JACKETS, WINDBREAKERS AND SIMILAR ARTICLES, OTHER THAN THOSE OF HEADING 6203"
"362","6202",284390,28439,0.1,0.1,"WOMEN'S OR GIRLS' OVERCOATS, CARCOATS, CAPES, CLOAKS, ANORAKS INCLUDING SKI JACKETS, WINDBREAKERS AND SIMILAR ARTICLES, OTH THAN THOSE OF HEADING 6203"
"363","6203",318306,31830.6,0.1,0.1,"MEN'S OR BOY'S SUITS, ENSEMBLES, SUIT-TYPE JACKETS, BLAZERS, TROUSERS, BIB AND BRACE OVERALLS, BREECHES, ETC. (NO SWIMWEAR), NOT KNITTED OR CROCHETED"
"364","6204",30656304,3065630.4,0.1,0.1,"WOMEN'S OR GIRLS' SUITS, ENSEMBLES, SUIT-TYPE JACKETS, DRESSES, SKIRTS, DIVIDED SKIRTS, TROUSERS, ETC. (NO SWIMWEAR), NOT KNITTED OR CROCHETED"
"365","6205",9488,948.8,0.1,0.1,"MEN'S OR BOYS' SHIRTS, NOT KNITTED OR CROCHETED"
"366","6206",267653,26765.3,0.1,0.1,"WOMEN'S OR GIRL'S BLOUSES, SHIRTS AND SHIRT-BLOUSES, NOT KNITTED OR CROCHETED"
"367","6207",2774,277.4,0.1,0.1,"MEN'S OR BOY'S SINGLETS AND OTHER UNDERSHIRTS, UNDERPANTS, BRIEFS, NIGHTSHIRTS, PAJAMAS, BATHROBES AND SIMILAR ARTICLES, NOT KNITTED OR CROCHETED"
"368","6208",89807,8980.7,0.1,0.1,"WOMEN'S OR GIRLS' SINGLETS AND OTHER UNDERSHIRTS, SLIPS, PANTIES, NIGHTDRESSES, PAJAMAS, NEGLIGEES AND SIMILAR ARTICLES, NOT KNITTED OR CROCHETED"
"369","6209",2624,262.4,0.1,0.1,"BABIES' GARMENTS AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED"
"370","6210",14960,1496,0.1,0.1,"GARMENTS, MADE-UP OF FABRICS OF FELT OR NONWOVENS AND GARMENTS OF TEXTILE FABRICS (NOT KNIT ETC.) RUBBERIZED OR IMPREGNATED, COATED ETC. WITH PLASTICS"
"371","6211",818949,81894.9,0.1,0.1,"TRACK SUITS, SKI-SUITS AND SWIMWEAR, NOT KNITTED OR CROCHETED"
"372","6212",13912,1391.2,0.1,0.1,"BRASSIERES, GIRDLES, CORSETS, BRACES, SUSPENDERS, GARTERS AND SIMILAR ARTICLES AND PARTS THEREOF, WHETHER OR NOT KNITTED OR CROCHETED"
"373","6214",799451,79945.1,0.1,0.1,"SHAWLS, SCARVES, MUFFLERS, MANTILLAS, VEILS AND SIMILAR ARTICLES, NOT KNITTED OR CROCHETED"
"374","6216",43408,4340.8,0.1,0.1,"GLOVES, MITTENS AND MITTS, NOT KNITTED OR CROCHETED"
"375","6217",132450,13245,0.1,0.1,"MADE-UP CLOTHING ACCESSORIES NESOI; PARTS OF GARMENTS OR CLOTHING ACCESSORIES NESOI"
"376","6301",10000,1000,0.1,0.1,"BLANKETS AND TRAVELING RUGS"
"377","6302",1592766,159276.6,0.1,0.1,"BED LINEN, TABLE LINEN, TOILET LINEN AND KITCHEN LINEN"
"378","6303",48717,4871.7,0.1,0.1,"CURTAINS (INCLUDING DRAPES) AND INTERIOR BLINDS; CURTAIN OR BED VALANCES"
"379","6304",385830,38583,0.1,0.1,"FURNISHING ARTICLES OF TEXTILE MATERIALS NESOI"
"380","6305",48624,4862.4,0.1,0.1,"SACKS AND BAGS, OF TEXTILE MATERIALS, USED FOR THE PACKING OF GOODS"
"381","6306",435912,43591.2,0.1,0.1,"TARPAULINS, SAILS FOR BOATS, SAILBOARDS OR LANDCRAFT, AWNINGS, SUNBLINDS, TENTS AND CAMPING GOODS, OF TEXTILE MATERIALS"
"382","6307",3202682,320268.2,0.1,0.1,"MADE-UP ARTICLES OF TEXTILE MATERIALS NESOI"
"383","6309",13234,1323.4,0.1,0.1,"WORN CLOTHING AND OTHER WORN TEXTILE ARTICLES"
"384","6402",43309,4330.9,0.1,0.1,"FOOTWEAR, WITH OUTER SOLES AND UPPERS OF RUBBER OR PLASTICS, NESOI"
"385","6403",10629014,1062901.4,0.1,0.1,"FOOTWEAR, WITH OUTER SOLES OF RUBBER, PLASTICS, LEATHER OR COMPOSITION LEATHER AND UPPERS OF LEATHER"
"386","6404",2229327,222932.7,0.1,0.1,"FOOTWEAR, WITH OUTER SOLES OF RUBBER, PLASTICS, LEATHER OR COMPOSITION LEATHER AND UPPERS OF TEXTILE MATERIALS"
"387","6405",388878,38887.8,0.1,0.1,"FOOTWEAR NESOI"
"388","6406",7691936,769193.6,0.1,0.1,"PARTS OF FOOTWEAR; REMOVABLE INSOLES, HEEL CUSHIONS AND SIMILAR ARTICLES; GAITERS, LEGGINGS AND SIMILAR ARTICLES, AND PARTS THEREOF"
"389","6502",1089,108.9,0.1,0.1,"HAT SHAPES, PLAITED OR MADE BY ASSEMBLING STRIPS OF ANY MATERIAL, NEITHER BLOCKED TO SHAPE, NOR WITH MADE BRIMS, NOR LINED, NOR TRIMMED"
"390","6504",49164,4916.4,0.1,0.1,"HATS AND OTHER HEADGEAR, PLAITED OR MADE BY ASSEMBLING STRIPS OF ANY MATERIAL, WHETHER OR NOT LINED OR TRIMMED"
"391","6505",182857,18285.7,0.1,0.1,"HATS AND OTHER HEADGEAR, KNITTED OR CROCHETED, OR MADE UP FROM LACE, FELT OR OTHER TEXTILE FABRIC, IN THE PIECE (NO STRIPS); HAIR NETS OF ANY MATERIAL"
"392","6506",1099468,109946.8,0.1,0.1,"HEADGEAR NESOI, WHETHER OR NOT LINED OR TRIMMED"
"393","6507",86780,8678,0.1,0.1,"HEADBANDS, LININGS, COVERS, HAT FOUNDATIONS, HAT FRAMES, PEAKS (VISORS), AND CHINSTRAPS FOR HEADGEAR"
"394","6703",459385,45938.5,0.1,0.1,"HUMAN HAIR, DRESSED OR OTHERWISE WORKED; WOOL OR OTHER ANIMAL HAIR OR OTHER TEXTILE MATERIALS, PREPARED FOR USE IN MAKING WIGS OR THE LIKE"
"395","6704",5575323,557532.3,0.1,0.1,"WIGS, FALSE BEARDS, EYEBROWS AND EYELASHES, SWITCHES AND SIMILAR ARTICLES, OF HUMAN OR ANIMAL HAIR OR TEXTILE MATERIALS; ARTICLES OF HUMAN HAIR NESOI"
"396","6802",4413639,441363.9,0.1,0.1,"WORKED MONUMENTAL OR BUILDING STONE AND ARTICLES THEREOF NESOI; MOSAIC CUBES AND THE LIKE AND COLORED GRANULES, CHIPPINGS AND POWDER, OF NATURAL STONE"
"397","6803",135634,13563.4,0.1,0.1,"WORKED SLATE AND ARTICLES OF SLATE OR AGGLOMERATED SLATE"
"398","6804",10124174,1012417.4,0.1,0.1,"MILLSTONES, GRINDING WHEELS AND THE LIKE (NO FRAMEWORKS), FOR GRINDING, SHARPENING ETC., AND PARTS THEREOF, OF NATURAL STONE, ABRASIVES OR CERAMICS"
"399","6805",7917,791.7,0.1,0.1,"NATURAL OR ARTIFICIAL ABRASIVE POWDER OR GRAIN, ON A BASE OF TEXTILES, PAPER OR OTHER MATERIAL, WHETHER OR NOT CUT TO SHAPE, SEWN OR OTHERWISE MADE UP"
"400","6806",8239,823.9,0.1,0.1,"MINERAL WOOLS (SLAG, ROCK ETC.); EXFOLIATED VERMICULITE, EXPANDED CLAYS AND THE LIKE; MIXTURES AND ARTICLES OF INSULATING MINERAL MATERIALS NESOI"
"401","6810",21630780,2163078,0.1,0.1,"ARTICLES OF CEMENT, CONCRETE OR ARTIFICIAL STONE, WHETHER OR NOT REINFORCED"
"402","6813",27184,2718.4,0.1,0.1,"FRICTION MATERIAL AND ARTICLES THEREOF (SHEETS, ROLLS, STRIPS, DISCS ETC.), BASED ON ASBESTOS, OTHER MINERAL SUBSTANCES OR OF CELLULOSE"
"403","6815",443973,44397.3,0.1,0.1,"ARTICLES OF STONE OR OTHER MINERAL SUBSTANCES (INCLUDING CARBON FIBERS, ARTICLES OF CARBON FIBERS AND ARTICLES OF PEAT), NESOI"
"404","6907",15237,1523.7,0.1,0.1,"UNGLAZED CERAMIC FLAGS AND PAVING, HEARTH OR WALL TILES; UNGLAZED CERAMIC MOSAIC CUBES AND SIMILAR PRODUCTS"
"405","6909",2793158,279315.8,0.1,0.1,"CERAMIC WARES FOR LABORATORY OR OTHER TECHNICAL USES; CERAMIC TROUGHS ETC. USED IN AGRICULTURE; CERAMIC CONTAINERS USED TO TRANSPORT OR PACK GOODS"
"406","6910",12551,1255.1,0.1,0.1,"CERAMIC SINKS, WASHBASINS AND PEDESTALS, BATHS, BIDETS, WATER CLOSET BOWLS AND FLUSH TANKS, URINALS AND SIMILAR SANITARY FIXTURES"
"407","6911",83351,8335.1,0.1,0.1,"CERAMIC TABLEWARE, KITCHENWARE, OTHER HOUSEHOLD AND TOILET ARTICLES, OF PORCELAIN OR CHINA"
"408","6912",284469,28446.9,0.1,0.1,"CERAMIC TABLEWARE, KITCHENWARE, OTHER HOUSEHOLD AND TOILET ARTICLES, OTHER THAN OF PORCELAIN OR CHINA"
"409","6913",70075,7007.5,0.1,0.1,"STATUETTES AND OTHER ORNAMENTAL CERAMIC ARTICLES"
"410","6914",487104,48710.4,0.1,0.1,"CERAMIC ARTICLES NESOI"
"411","7002",12600,1260,0.1,0.1,"GLASS IN BALLS (EXCEPT MICROSPHERES), RODS OR TUBES, UNWORKED"
"412","7003",14869,1486.9,0.1,0.1,"CAST GLASS AND ROLLED GLASS, IN SHEETS OR PROFILES, WHETHER OR NOT HAVING AN ABSORBENT, REFLECTING OR NONREFLECTING LAYER, BUT NOT OTHERWISE WORKED"
"413","7004",169927,16992.7,0.1,0.1,"DRAWN GLASS AND BLOWN GLASS, IN SHEETS, WHETHER OR NOT HAVING AN ABSORBENT, REFLECTING OR NONREFLECTING LAYER, BUT NOT OTHERWISE WORKED"
"414","7006",7000,700,0.1,0.1,"GLASS (CAST, ROLLED, DRAWN, BLOWN OR FLOAT, SURFACE GROUND, ETC.) BENT, EDGE-WORKED, ENGRAVED, ENAMELED OR OTHERWISE WORKED, NOT FRAMED OR FITTED"
"415","7007",2496153,270279.3,0.108278338707603,0.11,"SAFETY GLASS, CONSISTING OF TOUGHENED (TEMPERED) OR LAMINATED GLASS"
"416","7008",172579,17257.9,0.1,0.1,"MULTIPLE-WALLED INSULATING UNITS OF GLASS"
"417","7009",60759,6075.9,0.1,0.1,"GLASS MIRRORS, WHETHER OR NOT FRAMED, INCLUDING REARVIEW MIRRORS"
"418","7010",86850,8685,0.1,0.1,"GLASS CONTAINERS USED FOR THE CONVEYANCE OR PACKING OF GOODS; GLASS PRESERVING JARS; GLASS STOPPERS, LIDS AND OTHER GLASS CLOSURES"
"419","7011",9440,944,0.1,0.1,"GLASS ENVELOPES INCL BULBS/TUBES, OPEN, AND GLASS PARTS THEREOF, WITHOUT FITTINGS, FOR ELECTRIC LAMPS AND LIGHT SOURCES, CATHODE-RAY TUBES OR THE LIKE"
"420","7013",100229,10022.9,0.1,0.1,"GLASSWARE FOR TABLE, KITCHEN, TOILET, OFFICE, INDOOR DECORATION OR SIMILAR PURPOSES NESOI"
"421","7014",14420,1442,0.1,0.1,"SIGNALLING GLASSWARE AND OPTICAL ELEMENTS OF GLASS NESOI, NOT OPTICALLY WORKED"
"422","7016",190887,19088.7,0.1,0.1,"GLASS PAVING BLOCKS  ETC. FOR BUILDING PURPOSES; GLASS CUBES ETC. FOR DECORATIVE PURPOSES; LEADED GLASS ARTICLES; FOAM GLASS IN BLOCKS, PANELS, ETC."
"423","7017",120085,12008.5,0.1,0.1,"LABORATORY, HYGIENIC OR PHARMACEUTICAL GLASSWARE, WHETHER OR NOT GRADUATED OR CALIBRATED"
"424","7018",1792259,179225.9,0.1,0.1,"GLASS BEADS, IMITATION STONES ETC. AND ARTICLES NESOI; GLASS EYES NESOI; LAMP-WORKED GLASS ORNAMENTS; GLASS MICROSPHERES, NOT OVER 1 MM IN DIAMETER"
"425","7019",2375688,237568.8,0.1,0.1,"GLASS FIBERS INCL GLASS WOOL AND ARTICLES THEREOF, FOR EXAMPLE, YARN, ROVINGS, WOVEN FABRICS"
"426","7020",886654,88665.4,0.1,0.1,"ARTICLES OF GLASS, NESOI"
"427","7101",6501,650.1,0.1,0.1,"PEARLS, NATURAL OR CULTURED, NOT STRUNG, MOUNTED OR SET; PEARLS, NATURAL OR CULTURED, TEMPORARILY STRUNG FOR CONVENIENCE OF TRANSPORT"
"428","7102",4341003637,434100363.7,0.1,0.1,"DIAMONDS, WHETHER OR NOT WORKED, BUT NOT MOUNTED OR SET"
"429","7103",111592279,11159227.9,0.1,0.1,"PRECIOUS AND SEMIPRECIOUS STONES (NO DIAMONDS), NOT STRUNG, MOUNTED ETC.; UNGRADED PRECIOUS AND SEMIPRECIOUS STONES (NO DIAMONDS) STRUNG FOR TRANSPORT"
"430","7104",16132365,1613236.5,0.1,0.1,"SYNTHETIC OR RECONSTRUCTED PRECIOUS OR SEMIPRECIOUS STONES, NOT STRUNG, MOUNTED OR SET (INCLUDING UNGRADED STONES TEMPORARILY STRUNG FOR TRANSPORT)"
"431","7105",1422373,142237.3,0.1,0.1,"DUST AND POWDER OF NATURAL OR SYNTHETIC PRECIOUS OR SEMIPRECIOUS STONES"
"432","7106",643404,61145.9,0.0950350013366408,0.1,"SILVER (INCLUDING SILVER PLATED WITH GOLD OR PLATINUM), UNWROUGHT OR IN SEMIMANUFACTURED FORMS, OR IN POWDER FORM"
"433","7108",1137697,35668.1,0.0313511418242291,0.03,"GOLD (INCLUDING GOLD PLATED WITH PLATINUM), UNWROUGHT OR IN SEMIMANUFACTURED FORMS, OR IN POWDER FORM"
"434","7109",2326,232.6,0.1,0.1,"BASE METALS OR SILVER, CLAD WITH GOLD, NOT FURTHER WORKED THAN SEMIMANUFACTURED"
"435","7110",11388,0,0,0,"PLATIMUN, UNWROUGHT OR IN SEMIMANUFACTURED FORMS, OR IN POWDER FORM"
"436","7112",794528,79452.8,0.1,0.1,"WASTE AND SCRAP OF PRECIOUS METAL OR OF METAL CLAD WITH PRECIOUS METAL; OTHER WASTE AND SCRAP CONTAINING PRECIOUS METAL PRINCIPALLY USE FOR RECOVERY"
"437","7113",228325102,22832510.2,0.1,0.1,"ARTICLES OF JEWELRY AND PARTS THEREOF, OF PRECIOUS METAL OR OF METAL CLAD WITH PRECIOUS METAL"
"438","7114",1251943,125194.3,0.1,0.1,"ARTICLES OF GOLDSMITHS' OR SILVERSMITHS' WARES AND PARTS THEREOF, OF PRECIOUS METAL OR METAL CLAD WITH PRECIOUS METAL"
"439","7115",680268,68026.8,0.1,0.1,"ARTICLES OF PRECIOUS METAL OR OF METAL CLAD WITH PRECIOUS METAL NESOI"
"440","7116",998643,99864.3,0.1,0.1,"ARTICLES OF NATURAL OR CULTURED PEARLS, PRECIOUS OR SEMIPRECIOUS STONES (NATURAL, SYNTHETIC OR RECONSTRUCTED)"
"441","7117",3688874,368887.4,0.1,0.1,"IMITATION JEWELRY"
"442","7118",1289038,14657.9,0.011371193091282,0.01,"COIN"
"443","7205",7616,761.6,0.1,0.1,"GRANULES AND POWDERS, OF PIG IRON, SPIEGELEISEN, IRON OR STEEL"
"444","7214",28973,7243.25,0.25,0.25,"BARS AND RODS OF IRON OR NONALLOY STEEL NESOI, NOT FURTHER WORKED THAN FORGED, HOT-ROLLED, HOT-DRAWN ETC., BUT INCLUDING THOSE TWISTED AFTER ROLLING"
"445","7215",25406,6351.5,0.25,0.25,"BARS AND RODS OF IRON OR NONALLOY STEEL NESOI"
"446","7301",322135,70531.9,0.218951371319478,0.22,"SHEET PILING OF IRON OR STEEL, WHETHER OR NOT DRILLED, PUNCHED OR MADE FROM ASSEMBLED ELEMENTS; WELDED ANGLES, SHAPES AND SECTIONS, OF IRON OR STEEL"
"447","7304",57761,14440.25,0.25,0.25,"TUBES, PIPES AND HOLLOW PROFILES, SEAMLESS, OF IRON (OTHER THAN CAST) OR STEEL"
"448","7307",58835916,13268161.65,0.225511261692603,0.23,"TUBE OR PIPE FITTINGS (INCLUDING COUPLINGS, ELBOWS AND SLEEVES), OF IRON OR STEEL"
"449","7308",6724203,1681050.75,0.25,0.25,"STRUCTURES (EXCLUDING PREFAB BUILDINGS OF HEADING 9406) AND PARTS THEREOF (BRIDGES, TOWERS ETC.), INCLUDING PREPARED SHAPES ETC., OF IRON OR STEEL"
"450","7309",217903,54475.75,0.25,0.25,"RESERVOIRS, TANKS, CASKS, VATS AND SIMILAR CONTAINERS NESOI, OF A CAPACITY OF MORE THAN 300 LITERS (79.25 GAL.), OF IRON OR STEEL"
"451","7310",67706,16926.5,0.25,0.25,"TANKS, CASKS, VATS AND SIMILAR CONTAINERS NESOI, OF A CAPACITY OF NOT OVER 300 LITERS (79.25 GAL.), OF IRON OR STEEL"
"452","7311",23200,5800,0.25,0.25,"CONTAINERS FOR COMPRESSED OR LIQUEFIED GAS, OF IRON OR STEEL"
"453","7312",3381606,845401.5,0.25,0.25,"STRANDED WIRE, ROPES AND CABLES, PLAITED BANDS ETC., NOT ELECTRICALLY INSULATED, OF IRON OR STEEL"
"454","7313",34522,3452.2,0.1,0.1,"BARBED WIRE, TWISTED HOOP OR SINGLE FLAT WIRE, BARBED OR NOT, AND LOOSELY TWISTED DOUBLE WIRE, OF A KIND USED FOR FENCING, OF IRON OR STEEL"
"455","7314",300070,75017.5,0.25,0.25,"CLOTH (INCLUDING ENDLESS BANDS), GRILL, NETTING AND FENCING, OF IRON OR STEEL WIRE; EXPANDED METAL OF IRON OR STEEL"
"456","7315",473985,118496.25,0.25,0.25,"CHAIN AND PARTS THEREOF, OF IRON OR STEEL"
"457","7316",19200,1920,0.1,0.1,"ANCHORS, GRAPNELS AND PARTS THEREOF, OF IRON OR STEEL"
"458","7317",15259,3814.75,0.25,0.25,"NAILS, TACKS, DRAWING PINS, STAPLES (OTHER THAN IN STRIPS), AND SIMILAR ARTICLES, OF IRON OR STEEL, EXCLUDING SUCH ARTICLES WITH HEADS OF COPPER"
"459","7318",6308769,1577192.25,0.25,0.25,"SCREWS, BOLTS, NUTS, COACH SCREWS, SCREW HOOKS, RIVETS, COTTERS, COTTER PINS, WASHERS AND SIMILAR ARTICLES, OF IRON OR STEEL"
"460","7319",7600,1900,0.25,0.25,"SEWING NEEDLES, KNITTING NEEDLES, BODKINS, CROCHET HOOKS AND SIMILAR ARTICLES, OF IRON OR STEEL; SAFETY PINS AND OTHER PINS OF IRON OR STEEL, NESOI"
"461","7320",332148,83037,0.25,0.25,"SPRINGS AND LEAVES FOR SPRINGS, OF IRON OR STEEL"
