Year,Quarter,Sector,Measure,Value,SE,Lower CI,Upper CI
2018,3,315,Strike or work stoppage,0.0,0.0,,
2018,3,315,Seasonal operations,10.3,8.3,,
2018,3,315,Environmental restrictions,0.0,0.0,,
2018,3,315,Other (actual production less than full production),D,D,,
2018,3,316,Building capital expenditures,0.0,0.0,,
2018,3,316,Machinery capital expenditures,0.0,0.0,,
2018,3,316,Building retirements,0.0,0.0,,
2018,3,316,Machinery retirements,D,D,,
2018,3,316,"Price changed, product mix same",D,D,,
2018,3,316,Revised estimation assumptions,D,D,,
2018,3,316,Change in method of operation,D,D,,
2018,3,316,Change in product mix or specifications,7.1,17.0,,
2018,3,316,Change in material input,0.0,0.0,,
2018,3,316,Other (full capacity: current vs. prior quarter),8.8,21.7,,
2018,3,316,Not profitable to operate at full capacity,0.0,0.0,,
2018,3,316,Insufficient supply of materials,D,D,,
2018,3,316,Insufficient orders,85.2,10.8,,
2018,3,316,Insufficient supply of labor,36.4,24.2,,
2018,3,316,Lack of sufficient fuel or energy,0.0,0.0,,
2018,3,316,Equipment limitations,D,D,,
2018,3,316,Storage limitations,D,D,,
2018,3,316,Logistics/transportation constraints,D,D,,
2018,3,316,Sufficient inventory of finished goods,D,D,,
2018,3,316,Strike or work stoppage,0.0,0.0,,
2018,3,316,Seasonal operations,D,D,,
2018,3,316,Environmental restrictions,D,D,,
2018,3,316,Other (actual production less than full production),5.3,3.8,,
2018,3,321,Building capital expenditures,1.5,1.3,,
2018,3,321,Machinery capital expenditures,4.5,4.4,,
2018,3,321,Building retirements,0.0,0.0,,
2018,3,321,Machinery retirements,5.3,5.1,,
2018,3,321,"Price changed, product mix same",27.7,8.3,,
2018,3,321,Revised estimation assumptions,4.9,1.9,,
2018,3,321,Change in method of operation,5.5,5.1,,
2018,3,321,Change in product mix or specifications,24.4,8.6,,
2018,3,321,Change in material input,6.0,4.6,,
2018,3,321,Other (full capacity: current vs. prior quarter),38.1,10.0,,
2018,3,321,Not profitable to operate at full capacity,17.0,6.2,,
2018,3,321,Insufficient supply of materials,28.9,7.7,,
2018,3,321,Insufficient orders,61.2,7.8,,
2018,3,321,Insufficient supply of labor,25.0,7.4,,
2018,3,321,Lack of sufficient fuel or energy,0.0,0.0,,
2018,3,321,Equipment limitations,5.2,2.2,,
2018,3,321,Storage limitations,6.9,4.4,,
2018,3,321,Logistics/transportation constraints,3.6,1.6,,
2018,3,321,Sufficient inventory of finished goods,5.7,2.4,,
2018,3,321,Strike or work stoppage,D,D,,
2018,3,321,Seasonal operations,15.1,5.7,,
2018,3,321,Environmental restrictions,D,D,,
2018,3,321,Other (actual production less than full production),12.0,5.2,,
2018,3,322,Building capital expenditures,D,D,,
2018,3,322,Machinery capital expenditures,7.0,3.2,,
2018,3,322,Building retirements,0.0,0.0,,
2018,3,322,Machinery retirements,D,D,,
2018,3,322,"Price changed, product mix same",16.3,6.7,,
2018,3,322,Revised estimation assumptions,7.9,5.2,,
2018,3,322,Change in method of operation,5.3,3.5,,
2018,3,322,Change in product mix or specifications,50.0,12.4,,
2018,3,322,Change in material input,3.9,2.8,,
2018,3,322,Other (full capacity: current vs. prior quarter),21.9,14.4,,
2018,3,322,Not profitable to operate at full capacity,18.1,10.1,,
2018,3,322,Insufficient supply of materials,5.7,2.9,,
2018,3,322,Insufficient orders,41.2,11.3,,
2018,3,322,Insufficient supply of labor,9.6,4.3,,
2018,3,322,Lack of sufficient fuel or energy,0.0,0.0,,
2018,3,322,Equipment limitations,16.1,6.7,,
2018,3,322,Storage limitations,7.4,3.9,,
2018,3,322,Logistics/transportation constraints,2.5,1.7,,
2018,3,322,Sufficient inventory of finished goods,6.9,3.8,,
2018,3,322,Strike or work stoppage,0.0,0.0,,
2018,3,322,Seasonal operations,13.5,6.2,,
2018,3,322,Environmental restrictions,0.0,0.0,,
2018,3,322,Other (actual production less than full production),21.1,10.3,,
2018,3,323,Building capital expenditures,D,D,,
2018,3,323,Machinery capital expenditures,13.0,8.8,,
2018,3,323,Building retirements,0.0,0.0,,
2018,3,323,Machinery retirements,D,D,,
2018,3,323,"Price changed, product mix same",27.6,12.9,,
2018,3,323,Revised estimation assumptions,17.4,11.4,,
2018,3,323,Change in method of operation,D,D,,
2018,3,323,Change in product mix or specifications,16.1,9.0,,
2018,3,323,Change in material input,0.0,0.0,,
2018,3,323,Other (full capacity: current vs. prior quarter),38.8,14.0,,
2018,3,323,Not profitable to operate at full capacity,5.6,3.8,,
2018,3,323,Insufficient supply of materials,D,D,,
2018,3,323,Insufficient orders,91.4,4.4,,
2018,3,323,Insufficient supply of labor,2.2,1.2,,
2018,3,323,Lack of sufficient fuel or energy,0.0,0.0,,
2018,3,323,Equipment limitations,7.8,4.2,,
2018,3,323,Storage limitations,0.0,0.0,,
2018,3,323,Logistics/transportation constraints,0.0,0.0,,
2018,3,323,Sufficient inventory of finished goods,2.4,2.0,,
2018,3,323,Strike or work stoppage,0.0,0.0,,
2018,3,323,Seasonal operations,6.8,4.3,,
2018,3,323,Environmental restrictions,0.0,0.0,,
2018,3,323,Other (actual production less than full production),D,D,,
2018,3,324,Building capital expenditures,0.0,0.0,,
2018,3,324,Machinery capital expenditures,0.0,0.0,,
2018,3,324,Building retirements,0.0,0.0,,
2018,3,324,Machinery retirements,0.0,0.0,,
2018,3,324,"Price changed, product mix same",69.4,19.4,,
2018,3,324,Revised estimation assumptions,D,D,,
2018,3,324,Change in method of operation,17.7,17.6,,
2018,3,324,Change in product mix or specifications,6.4,2.8,,
2018,3,324,Change in material input,D,D,,
2018,3,324,Other (full capacity: current vs. prior quarter),29.4,19.6,,
2018,3,324,Not profitable to operate at full capacity,35.7,18.5,,
2018,3,324,Insufficient supply of materials,0.8,0.4,,
2018,3,324,Insufficient orders,29.9,15.2,,
2018,3,324,Insufficient supply of labor,D,D,,
2018,3,324,Lack of sufficient fuel or energy,0.0,0.0,,
2018,3,324,Equipment limitations,2.5,1.0,,
2018,3,324,Storage limitations,D,D,,
2018,3,324,Logistics/transportation constraints,12.0,9.4,,
2018,3,324,Sufficient inventory of finished goods,13.2,9.2,,
2018,3,324,Strike or work stoppage,0.0,0.0,,
2018,3,324,Seasonal operations,53.7,20.0,,
2018,3,324,Environmental restrictions,D,D,,
2018,3,324,Other (actual production less than full production),18.3,13.7,,
2018,3,325,Building capital expenditures,2.2,1.8,,
2018,3,325,Machinery capital expenditures,13.8,7.0,,
2018,3,325,Building retirements,D,D,,
2018,3,325,Machinery retirements,3.8,3.3,,
2018,3,325,"Price changed, product mix same",22.1,7.0,,
2018,3,325,Revised estimation assumptions,20.9,8.9,,
2018,3,325,Change in method of operation,18.6,8.7,,
2018,3,325,Change in product mix or specifications,20.3,7.3,,
2018,3,325,Change in material input,0.9,0.5,,
2018,3,325,Other (full capacity: current vs. prior quarter),27.5,9.5,,
2018,3,325,Not profitable to operate at full capacity,8.6,2.7,,
2018,3,325,Insufficient supply of materials,12.6,4.5,,
2018,3,325,Insufficient orders,64.6,6.4,,
2018,3,325,Insufficient supply of labor,4.2,1.9,,
2018,3,325,Lack of sufficient fuel or energy,D,D,,
2018,3,325,Equipment limitations,25.0,6.1,,
2018,3,325,Storage limitations,7.4,3.5,,
2018,3,325,Logistics/transportation constraints,5.6,3.6,,
2018,3,325,Sufficient inventory of finished goods,12.7,3.4,,
2018,3,325,Strike or work stoppage,D,D,,
2018,3,325,Seasonal operations,7.6,2.8,,
2018,3,325,Environmental restrictions,0.1,Z,,
2018,3,325,Other (actual production less than full production),12.1,4.1,,
2018,3,326,Building capital expenditures,9.8,7.5,,
2018,3,326,Machinery capital expenditures,4.1,2.5,,
2018,3,326,Building retirements,0.0,0.0,,
2018,3,326,Machinery retirements,8.0,6.2,,
2018,3,326,"Price changed, product mix same",29.3,10.8,,
2018,3,326,Revised estimation assumptions,20.8,9.8,,
2018,3,326,Change in method of operation,D,D,,
2018,3,326,Change in product mix or specifications,31.1,9.6,,
2018,3,326,Change in material input,5.7,2.9,,
2018,3,326,Other (full capacity: current vs. prior quarter),14.9,8.3,,
2018,3,326,Not profitable to operate at full capacity,7.7,4.0,,
2018,3,326,Insufficient supply of materials,14.9,5.7,,
2018,3,326,Insufficient orders,88.7,4.0,,
2018,3,326,Insufficient supply of labor,24.5,6.5,,
2018,3,326,Lack of sufficient fuel or energy,D,D,,
2018,3,326,Equipment limitations,19.5,6.2,,
2018,3,326,Storage limitations,8.4,4.1,,
2018,3,326,Logistics/transportation constraints,7.1,3.8,,
2018,3,326,Sufficient inventory of finished goods,10.1,4.2,,
2018,3,326,Strike or work stoppage,0.0,0.0,,
2018,3,326,Seasonal operations,9.7,4.5,,
2018,3,326,Environmental restrictions,D,D,,
2018,3,326,Other (actual production less than full production),8.7,4.7,,
2018,3,327,Building capital expenditures,9.7,7.1,,
2018,3,327,Machinery capital expenditures,4.7,3.3,,
2018,3,327,Building retirements,0.0,0.0,,
2018,3,327,Machinery retirements,D,D,,
2018,3,327,"Price changed, product mix same",18.8,7.9,,
2018,3,327,Revised estimation assumptions,11.6,6.7,,
2018,3,327,Change in method of operation,D,D,,
2018,3,327,Change in product mix or specifications,14.8,7.0,,
2018,3,327,Change in material input,0.0,0.0,,
2018,3,327,Other (full capacity: current vs. prior quarter),43.8,10.9,,
2018,3,327,Not profitable to operate at full capacity,9.1,4.9,,
2018,3,327,Insufficient supply of materials,0.2,0.1,,
2018,3,327,Insufficient orders,64.3,7.6,,
2018,3,327,Insufficient supply of labor,23.2,6.6,,
2018,3,327,Lack of sufficient fuel or energy,0.0,0.0,,
2018,3,327,Equipment limitations,7.9,3.9,,
2018,3,327,Storage limitations,3.0,1.5,,
2018,3,327,Logistics/transportation constraints,7.2,3.7,,
2018,3,327,Sufficient inventory of finished goods,1.4,0.6,,
2018,3,327,Strike or work stoppage,0.0,0.0,,
2018,3,327,Seasonal operations,16.2,5.3,,
2018,3,327,Environmental restrictions,2.8,1.9,,
2018,3,327,Other (actual production less than full production),9.0,4.9,,
2018,3,331,Building capital expenditures,13.1,12.7,,
2018,3,331,Machinery capital expenditures,3.7,2.2,,
2018,3,331,Building retirements,D,D,,
2018,3,331,Machinery retirements,D,D,,
2018,3,331,"Price changed, product mix same",34.1,12.1,,
2018,3,331,Revised estimation assumptions,4.3,2.6,,
2018,3,331,Change in method of operation,13.8,13.6,,
2018,3,331,Change in product mix or specifications,32.9,13.6,,
2018,3,331,Change in material input,2.2,1.0,,
2018,3,331,Other (full capacity: current vs. prior quarter),7.2,2.7,,
2018,3,331,Not profitable to operate at full capacity,10.0,5.5,,
2018,3,331,Insufficient supply of materials,21.7,9.8,,
2018,3,331,Insufficient orders,43.4,10.5,,
2018,3,331,Insufficient supply of labor,28.4,8.3,,
2018,3,331,Lack of sufficient fuel or energy,D,D,,
2018,3,331,Equipment limitations,10.0,3.9,,
2018,3,331,Storage limitations,D,D,,
2018,3,331,Logistics/transportation constraints,0.4,0.1,,
2018,3,331,Sufficient inventory of finished goods,2.9,1.7,,
2018,3,331,Strike or work stoppage,0.0,0.0,,
2018,3,331,Seasonal operations,1.5,1.2,,
2018,3,331,Environmental restrictions,D,D,,
2018,3,331,Other (actual production less than full production),16.5,8.1,,
2018,3,332,Building capital expenditures,3.8,2.6,,
2018,3,332,Machinery capital expenditures,15.2,5.3,,
2018,3,332,Building retirements,0.0,0.0,,
2018,3,332,Machinery retirements,1.2,0.8,,
2018,3,332,"Price changed, product mix same",15.3,5.2,,
2018,3,332,Revised estimation assumptions,13.8,5.3,,
2018,3,332,Change in method of operation,8.5,3.9,,
2018,3,332,Change in product mix or specifications,23.3,6.0,,
2018,3,332,Change in material input,6.2,3.6,,
2018,3,332,Other (full capacity: current vs. prior quarter),34.3,7.0,,
2018,3,332,Not profitable to operate at full capacity,9.8,2.8,,
2018,3,332,Insufficient supply of materials,6.5,2.2,,
2018,3,332,Insufficient orders,77.2,3.8,,
2018,3,332,Insufficient supply of labor,35.9,4.4,,
2018,3,332,Lack of sufficient fuel or energy,0.0,0.0,,
2018,3,332,Equipment limitations,11.7,2.9,,
2018,3,332,Storage limitations,3.7,1.7,,
2018,3,332,Logistics/transportation constraints,2.2,1.4,,
2018,3,332,Sufficient inventory of finished goods,2.5,1.4,,
2018,3,332,Strike or work stoppage,0.0,0.0,,
2018,3,332,Seasonal operations,4.1,1.8,,
2018,3,332,Environmental restrictions,D,D,,
2018,3,332,Other (actual production less than full production),7.1,2.3,,
2018,3,333,Building capital expenditures,1.5,0.7,,
2018,3,333,Machinery capital expenditures,7.9,4.9,,
2018,3,333,Building retirements,D,D,,
2018,3,333,Machinery retirements,D,D,,
2018,3,333,"Price changed, product mix same",18.0,6.9,,
2018,3,333,Revised estimation assumptions,5.2,2.4,,
2018,3,333,Change in method of operation,3.5,1.9,,
2018,3,333,Change in product mix or specifications,39.5,8.5,,
2018,3,333,Change in material input,0.6,0.4,,
2018,3,333,Other (full capacity: current vs. prior quarter),32.2,8.2,,
2018,3,333,Not profitable to operate at full capacity,7.8,3.1,,
2018,3,333,Insufficient supply of materials,12.1,3.9,,
2018,3,333,Insufficient orders,70.5,5.3,,
2018,3,333,Insufficient supply of labor,36.6,5.9,,
2018,3,333,Lack of sufficient fuel or energy,0.0,0.0,,
2018,3,333,Equipment limitations,9.9,3.4,,
2018,3,333,Storage limitations,1.4,0.8,,
2018,3,333,Logistics/transportation constraints,1.3,0.8,,
2018,3,333,Sufficient inventory of finished goods,3.9,1.5,,
2018,3,333,Strike or work stoppage,0.0,0.0,,
2018,3,333,Seasonal operations,5.9,2.5,,
2018,3,333,Environmental restrictions,D,D,,
2018,3,333,Other (actual production less than full production),10.0,3.8,,
2018,3,334,Building capital expenditures,11.8,11.6,,
2018,3,334,Machinery capital expenditures,12.7,11.5,,
2018,3,334,Building retirements,0.0,0.0,,
2018,3,334,Machinery retirements,0.0,0.0,,
2018,3,334,"Price changed, product mix same",D,D,,
2018,3,334,Revised estimation assumptions,5.5,2.9,,
2018,3,334,Change in method of operation,D,D,,
2018,3,334,Change in product mix or specifications,53.8,14.3,,
2018,3,334,Change in material input,3.8,2.8,,
2018,3,334,Other (full capacity: current vs. prior quarter),46.8,14.5,,
2018,3,334,Not profitable to operate at full capacity,6.7,4.1,,
2018,3,334,Insufficient supply of materials,11.2,5.1,,
2018,3,334,Insufficient orders,82.0,6.5,,
2018,3,334,Insufficient supply of labor,14.0,5.7,,
2018,3,334,Lack of sufficient fuel or energy,0.0,0.0,,
2018,3,334,Equipment limitations,7.6,4.2,,
2018,3,334,Storage limitations,4.0,3.9,,
2018,3,334,Logistics/transportation constraints,D,D,,
2018,3,334,Sufficient inventory of finished goods,1.7,0.9,,
2018,3,334,Strike or work stoppage,0.0,0.0,,
2018,3,334,Seasonal operations,D,D,,
2018,3,334,Environmental restrictions,0.0,0.0,,
2018,3,334,Other (actual production less than full production),5.5,3.9,,
2018,3,335,Building capital expenditures,0.0,0.0,,
2018,3,335,Machinery capital expenditures,D,D,,
2018,3,335,Building retirements,0.0,0.0,,
2018,3,335,Machinery retirements,0.0,0.0,,
2018,3,335,"Price changed, product mix same",45.2,25.3,,
2018,3,335,Revised estimation assumptions,26.0,24.6,,
2018,3,335,Change in method of operation,D,D,,
2018,3,335,Change in product mix or specifications,45.7,24.4,,
2018,3,335,Change in material input,D,D,,
2018,3,335,Other (full capacity: current vs. prior quarter),13.9,9.0,,
2018,3,335,Not profitable to operate at full capacity,10.3,5.6,,
2018,3,335,Insufficient supply of materials,26.0,11.4,,
2018,3,335,Insufficient orders,68.7,11.6,,
2018,3,335,Insufficient supply of labor,14.9,8.9,,
2018,3,335,Lack of sufficient fuel or energy,0.0,0.0,,
2018,3,335,Equipment limitations,2.2,1.1,,
2018,3,335,Storage limitations,0.8,0.5,,
2018,3,335,Logistics/transportation constraints,D,D,,
2018,3,335,Sufficient inventory of finished goods,3.5,1.8,,
2018,3,335,Strike or work stoppage,D,D,,
2018,3,335,Seasonal operations,0.8,0.6,,
2018,3,335,Environmental restrictions,0.0,0.0,,
2018,3,335,Other (actual production less than full production),8.7,4.8,,
2018,3,336,Building capital expenditures,2.7,1.6,,
2018,3,336,Machinery capital expenditures,17.7,9.2,,
2018,3,336,Building retirements,D,D,,
2018,3,336,Machinery retirements,18.8,11.3,,
2018,3,336,"Price changed, product mix same",13.3,8.8,,
2018,3,336,Revised estimation assumptions,27.7,12.0,,
2018,3,336,Change in method of operation,2.0,1.6,,
2018,3,336,Change in product mix or specifications,34.7,10.4,,
2018,3,336,Change in material input,11.2,8.6,,
2018,3,336,Other (full capacity: current vs. prior quarter),31.2,11.6,,
2018,3,336,Not profitable to operate at full capacity,10.4,5.3,,
2018,3,336,Insufficient supply of materials,16.7,6.6,,
2018,3,336,Insufficient orders,61.2,8.3,,
2018,3,336,Insufficient supply of labor,43.1,8.8,,
2018,3,336,Lack of sufficient fuel or energy,0.0,0.0,,
2018,3,336,Equipment limitations,20.1,7.0,,
2018,3,336,Storage limitations,1.9,1.0,,
2018,3,336,Logistics/transportation constraints,1.2,0.7,,
2018,3,336,Sufficient inventory of finished goods,5.2,2.2,,
2018,3,336,Strike or work stoppage,D,D,,
2018,3,336,Seasonal operations,6.7,3.3,,
2018,3,336,Environmental restrictions,D,D,,
2018,3,336,Other (actual production less than full production),6.9,2.3,,
2018,3,337,Building capital expenditures,D,D,,
2018,3,337,Machinery capital expenditures,16.4,11.6,,
2018,3,337,Building retirements,0.0,0.0,,
2018,3,337,Machinery retirements,0.0,0.0,,
2018,3,337,"Price changed, product mix same",12.3,11.4,,
2018,3,337,Revised estimation assumptions,6.9,4.1,,
2018,3,337,Change in method of operation,11.5,11.4,,
2018,3,337,Change in product mix or specifications,16.8,11.7,,
2018,3,337,Change in material input,22.7,14.9,,
2018,3,337,Other (full capacity: current vs. prior quarter),40.8,15.7,,
2018,3,337,Not profitable to operate at full capacity,8.0,4.7,,
2018,3,337,Insufficient supply of materials,12.2,7.3,,
2018,3,337,Insufficient orders,78.3,8.1,,
2018,3,337,Insufficient supply of labor,22.6,8.3,,
2018,3,337,Lack of sufficient fuel or energy,0.0,0.0,,
2018,3,337,Equipment limitations,1.1,0.7,,
2018,3,337,Storage limitations,5.6,3.9,,
2018,3,337,Logistics/transportation constraints,D,D,,
2018,3,337,Sufficient inventory of finished goods,D,D,,
2018,3,337,Strike or work stoppage,0.0,0.0,,
2018,3,337,Seasonal operations,3.5,3.0,,
2018,3,337,Environmental restrictions,0.0,0.0,,
2018,3,337,Other (actual production less than full production),9.4,5.9,,
2018,3,339,Building capital expenditures,D,D,,
2018,3,339,Machinery capital expenditures,5.8,3.9,,
2018,3,339,Building retirements,0.0,0.0,,
2018,3,339,Machinery retirements,D,D,,
2018,3,339,"Price changed, product mix same",D,D,,
2018,3,339,Revised estimation assumptions,27.3,11.6,,
2018,3,339,Change in method of operation,0.2,0.1,,
2018,3,339,Change in product mix or specifications,33.4,11.7,,
2018,3,339,Change in material input,D,D,,
2018,3,339,Other (full capacity: current vs. prior quarter),44.8,12.2,,
2018,3,339,Not profitable to operate at full capacity,7.1,3.3,,
2018,3,339,Insufficient supply of materials,2.5,1.2,,
2018,3,339,Insufficient orders,77.1,7.4,,
2018,3,339,Insufficient supply of labor,9.5,4.1,,
2018,3,339,Lack of sufficient fuel or energy,0.0,0.0,,
2018,3,339,Equipment limitations,5.4,2.1,,
2018,3,339,Storage limitations,1.2,0.6,,
2018,3,339,Logistics/transportation constraints,1.0,0.6,,
2018,3,339,Sufficient inventory of finished goods,12.0,5.4,,
2018,3,339,Strike or work stoppage,0.0,0.0,,
2018,3,339,Seasonal operations,8.3,3.8,,
2018,3,339,Environmental restrictions,0.0,0.0,,
2018,3,339,Other (actual production less than full production),13.4,6.4,,
2018,2,All,Building capital expenditures,11.6,7.6,,
2018,2,All,Machinery capital expenditures,9.0,1.5,,
2018,2,All,Building retirements,0.2,0.2,,
2018,2,All,Machinery retirements,1.4,0.6,,
2018,2,All,"Price changed, product mix same",19.0,2.4,,
2018,2,All,Revised estimation assumptions,15.9,2.3,,
2018,2,All,Change in method of operation,7.1,1.4,,
2018,2,All,Change in product mix or specifications,26.7,3.0,,
2018,2,All,Change in material input,4.6,1.1,,
2018,2,All,Other (full capacity: current vs. prior quarter),28.9,3.3,,
2018,2,All,Not profitable to operate at full capacity,10.4,1.1,,
2018,2,All,Insufficient supply of materials,8.8,1.0,,
2018,2,All,Insufficient orders,70.0,1.6,,
2018,2,All,Insufficient supply of labor,22.2,1.5,,
2018,2,All,Lack of sufficient fuel or energy,0.4,0.2,,
2018,2,All,Equipment limitations,11.7,1.2,,
2018,2,All,Storage limitations,5.1,0.8,,
2018,2,All,Logistics/transportation constraints,3.2,0.6,,
2018,2,All,Sufficient inventory of finished goods,5.0,0.6,,
2018,2,All,Strike or work stoppage,Z,Z,,
2018,2,All,Seasonal operations,8.8,1.0,,
2018,2,All,Environmental restrictions,1.0,0.4,,
2018,2,All,Other (actual production less than full production),8.0,0.9,,
2018,2,311,Building capital expenditures,5.3,3.4,,
2018,2,311,Machinery capital expenditures,7.8,3.1,,
2018,2,311,Building retirements,0.0,0.0,,
2018,2,311,Machinery retirements,1.3,0.9,,
2018,2,311,"Price changed, product mix same",24.4,6.4,,
2018,2,311,Revised estimation assumptions,12.9,5.6,,
2018,2,311,Change in method of operation,3.7,3.4,,
2018,2,311,Change in product mix or specifications,35.1,6.3,,
2018,2,311,Change in material input,7.6,3.9,,
2018,2,311,Other (full capacity: current vs. prior quarter),36.7,7.3,,
2018,2,311,Not profitable to operate at full capacity,17.0,5.1,,
2018,2,311,Insufficient supply of materials,4.2,2.7,,
2018,2,311,Insufficient orders,56.4,6.5,,
2018,2,311,Insufficient supply of labor,13.2,4.8,,
2018,2,311,Lack of sufficient fuel or energy,D,D,,
2018,2,311,Equipment limitations,20.2,5.6,,
2018,2,311,Storage limitations,11.6,4.5,,
2018,2,311,Logistics/transportation constraints,7.3,3.7,,
2018,2,311,Sufficient inventory of finished goods,10.9,3.4,,
2018,2,311,Strike or work stoppage,0.0,0.0,,
2018,2,311,Seasonal operations,22.8,5.2,,
2018,2,311,Environmental restrictions,3.5,2.7,,
2018,2,311,Other (actual production less than full production),8.6,3.3,,
2018,2,312,Building capital expenditures,D,D,,
2018,2,312,Machinery capital expenditures,14.0,9.1,,
2018,2,312,Building retirements,0.0,0.0,,
2018,2,312,Machinery retirements,0.0,0.0,,
2018,2,312,"Price changed, product mix same",D,D,,
2018,2,312,Revised estimation assumptions,15.3,14.4,,
2018,2,312,Change in method of operation,D,D,,
2018,2,312,Change in product mix or specifications,17.0,9.0,,
2018,2,312,Change in material input,D,D,,
2018,2,312,Other (full capacity: current vs. prior quarter),42.6,18.4,,
2018,2,312,Not profitable to operate at full capacity,24.0,14.4,,
2018,2,312,Insufficient supply of materials,D,D,,
2018,2,312,Insufficient orders,47.3,15.9,,
2018,2,312,Insufficient supply of labor,D,D,,
2018,2,312,Lack of sufficient fuel or energy,0.0,0.0,,
2018,2,312,Equipment limitations,2.9,1.8,,
2018,2,312,Storage limitations,25.5,14.0,,
2018,2,312,Logistics/transportation constraints,D,D,,
2018,2,312,Sufficient inventory of finished goods,37.7,15.8,,
2018,2,312,Strike or work stoppage,0.0,0.0,,
2018,2,312,Seasonal operations,13.6,12.4,,
2018,2,312,Environmental restrictions,D,D,,
2018,2,312,Other (actual production less than full production),D,D,,
2018,2,313,Building capital expenditures,0.0,0.0,,
2018,2,313,Machinery capital expenditures,D,D,,
2018,2,313,Building retirements,0.0,0.0,,
2018,2,313,Machinery retirements,0.0,0.0,,
2018,2,313,"Price changed, product mix same",6.9,5.9,,
2018,2,313,Revised estimation assumptions,D,D,,
2018,2,313,Change in method of operation,0.0,0.0,,
2018,2,313,Change in product mix or specifications,29.2,22.2,,
2018,2,313,Change in material input,4.1,3.6,,
2018,2,313,Other (full capacity: current vs. prior quarter),59.4,29.6,,
2018,2,313,Not profitable to operate at full capacity,4.8,4.6,,
2018,2,313,Insufficient supply of materials,13.6,12.0,,
2018,2,313,Insufficient orders,94.2,2.3,,
2018,2,313,Insufficient supply of labor,3.5,1.8,,
2018,2,313,Lack of sufficient fuel or energy,0.0,0.0,,
2018,2,313,Equipment limitations,5.4,4.6,,
2018,2,313,Storage limitations,0.0,0.0,,
2018,2,313,Logistics/transportation constraints,0.0,0.0,,
2018,2,313,Sufficient inventory of finished goods,1.8,0.8,,
2018,2,313,Strike or work stoppage,0.0,0.0,,
2018,2,313,Seasonal operations,D,D,,
2018,2,313,Environmental restrictions,0.0,0.0,,
2018,2,313,Other (actual production less than full production),1.7,0.7,,
2018,2,314,Building capital expenditures,D,D,,
2018,2,314,Machinery capital expenditures,D,D,,
2018,2,314,Building retirements,0.0,0.0,,
2018,2,314,Machinery retirements,D,D,,
2018,2,314,"Price changed, product mix same",27.4,20.9,,
2018,2,314,Revised estimation assumptions,4.0,3.4,,
2018,2,314,Change in method of operation,D,D,,
2018,2,314,Change in product mix or specifications,10.9,7.0,,
2018,2,314,Change in material input,D,D,,
2018,2,314,Other (full capacity: current vs. prior quarter),19.9,13.0,,
2018,2,314,Not profitable to operate at full capacity,21.6,14.2,,
2018,2,314,Insufficient supply of materials,15.9,11.5,,
2018,2,314,Insufficient orders,88.1,6.5,,
2018,2,314,Insufficient supply of labor,8.8,7.1,,
2018,2,314,Lack of sufficient fuel or energy,0.0,0.0,,
2018,2,314,Equipment limitations,3.1,2.9,,
2018,2,314,Storage limitations,0.0,0.0,,
2018,2,314,Logistics/transportation constraints,D,D,,
2018,2,314,Sufficient inventory of finished goods,D,D,,
2018,2,314,Strike or work stoppage,0.0,0.0,,
2018,2,314,Seasonal operations,12.4,7.9,,
2018,2,314,Environmental restrictions,0.0,0.0,,
2018,2,314,Other (actual production less than full production),5.8,4.8,,
2018,2,315,Building capital expenditures,D,D,,
2018,2,315,Machinery capital expenditures,D,D,,
2018,2,315,Building retirements,0.0,0.0,,
2018,2,315,Machinery retirements,0.0,0.0,,
2018,2,315,"Price changed, product mix same",22.5,20.9,,
2018,2,315,Revised estimation assumptions,55.9,19.2,,
2018,2,315,Change in method of operation,14.8,11.7,,
2018,2,315,Change in product mix or specifications,55.8,22.0,,
2018,2,315,Change in material input,14.0,11.6,,
2018,2,315,Other (full capacity: current vs. prior quarter),23.2,20.8,,
2018,2,315,Not profitable to operate at full capacity,3.1,1.7,,
2018,2,315,Insufficient supply of materials,D,D,,
2018,2,315,Insufficient orders,77.4,10.1,,
2018,2,315,Insufficient supply of labor,6.3,2.8,,
2018,2,315,Lack of sufficient fuel or energy,0.0,0.0,,
2018,2,315,Equipment limitations,8.0,6.3,,
2018,2,315,Storage limitations,7.7,6.3,,
2018,2,315,Logistics/transportation constraints,D,D,,
2018,2,315,Sufficient inventory of finished goods,7.3,5.9,,
2018,2,315,Strike or work stoppage,0.0,0.0,,
2018,2,315,Seasonal operations,8.5,6.3,,
2018,2,315,Environmental restrictions,D,D,,
2018,2,315,Other (actual production less than full production),14.1,8.3,,
2018,2,316,Building capital expenditures,0.0,0.0,,
2018,2,316,Machinery capital expenditures,0.0,0.0,,
2018,2,316,Building retirements,0.0,0.0,,
2018,2,316,Machinery retirements,0.0,0.0,,
2018,2,316,"Price changed, product mix same",D,D,,
2018,2,316,Revised estimation assumptions,D,D,,
2018,2,316,Change in method of operation,D,D,,
2018,2,316,Change in product mix or specifications,58.1,24.7,,
2018,2,316,Change in material input,D,D,,
2018,2,316,Other (full capacity: current vs. prior quarter),20.5,15.5,,
2018,2,316,Not profitable to operate at full capacity,16.3,16.3,,
2018,2,316,Insufficient supply of materials,D,D,,
2018,2,316,Insufficient orders,94.9,3.2,,
2018,2,316,Insufficient supply of labor,8.6,8.7,,
2018,2,316,Lack of sufficient fuel or energy,0.0,0.0,,
